mach,alpha,representation,representation_label,anchor_strategy,anchor_label,w_integral_norm,combo_label,run_dir,best_epoch,best_ci_mae,best_p_rel,best_env,best_phase,last_epoch,last_ci_mae,last_p_rel,last_env,last_phase
0.5,0.2,amplitude_phase,Amp/Phase,max,Anchor max,0.5,Amp/Phase | Anchor max | w_int=0.5,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.200_amplitude_phase_max_wint_0.5,1500,0.00010292138942880058,0.42430043471401707,0.4134416628878956,0.07843883374718388,1500,0.00010292138942880058,0.42430043471401707,0.4134416628878956,0.07843883374718388
0.5,0.5,amplitude_phase,Amp/Phase,max,Anchor max,2.0,Amp/Phase | Anchor max | w_int=2,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.500_amplitude_phase_max_wint_2,300,0.003042834087671753,0.25045173712106855,0.24777556981947138,0.01888745047412187,1500,0.0002066919361929931,0.2649843127180301,0.18721450753855742,0.100943995418977
0.5,0.5,amplitude_phase,Amp/Phase,max,Anchor max,4.0,Amp/Phase | Anchor max | w_int=4,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.500_amplitude_phase_max_wint_4,800,6.966499930810555e-05,0.2794358770522673,0.2026317868363099,0.11956581542503013,1500,0.00029976458900976555,0.278030969926067,0.19901987574129065,0.11385926992672536
0.5,0.5,amplitude_phase,Amp/Phase,max,Anchor max,8.0,Amp/Phase | Anchor max | w_int=8,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.500_amplitude_phase_max_wint_8,1000,0.0006385871922354736,0.2601149859569572,0.19907374791579,0.1062345803940461,1500,0.00044463367813635246,0.23968470256926938,0.18627910013624818,0.090807616101371
0.5,0.5,amplitude_phase,Amp/Phase,point_max,Anchor point+max,0.5,Amp/Phase | Anchor point+max | w_int=0.5,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.500_amplitude_phase_point_max_wint_0.5,300,0.0014723113024849854,0.2517957168407435,0.24244269471458677,0.045217205635487916,1500,0.0004992315327506103,0.30603040488391725,0.2776336459740586,0.06365530584569104
0.5,0.5,amplitude_phase,Amp/Phase,point_max,Anchor point+max,1.0,Amp/Phase | Anchor point+max | w_int=1,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.500_amplitude_phase_point_max_wint_1,800,0.00021751017921972648,0.2717861992272154,0.19303069852083587,0.10849580046527188,1500,0.00013266296738195793,0.29979069078153325,0.22916920723902304,0.0963801307115941
0.5,0.5,amplitude_phase,Amp/Phase,point_max,Anchor point+max,2.0,Amp/Phase | Anchor point+max | w_int=2,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.500_amplitude_phase_point_max_wint_2,300,0.005313830658258911,0.2724457578069671,0.26724436010821945,0.0343238238924823,1500,0.0005418488537650146,0.2830271719392305,0.2242096361336874,0.09083730154195466
0.5,0.5,amplitude_phase,Amp/Phase,point_max,Anchor point+max,4.0,Amp/Phase | Anchor point+max | w_int=4,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.500_amplitude_phase_point_max_wint_4,800,7.028670662451164e-05,0.2785444452203128,0.20882328526656552,0.11390280528612781,1500,0.0008952149903159179,0.2627912354033706,0.20963342570545776,0.08614580720829457
0.5,0.5,amplitude_phase,Amp/Phase,point_max,Anchor point+max,8.0,Amp/Phase | Anchor point+max | w_int=8,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.500_amplitude_phase_point_max_wint_8,1500,0.001051319554982666,0.30768215944890076,0.21973020893911177,0.13951233077368197,1500,0.001051319554982666,0.30768215944890076,0.21973020893911177,0.13951233077368197
0.5,0.8,amplitude_phase,Amp/Phase,max,Anchor max,0.5,Amp/Phase | Anchor max | w_int=0.5,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.800_amplitude_phase_max_wint_0.5,1500,0.000523912897628119,0.20729023555248755,0.20150619355938418,0.03219260010060965,1500,0.000523912897628119,0.20729023555248755,0.20150619355938418,0.03219260010060965
0.5,0.8,amplitude_phase,Amp/Phase,max,Anchor max,1.0,Amp/Phase | Anchor max | w_int=1,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.800_amplitude_phase_max_wint_1,900,0.0008089609353955293,0.18720282620520975,0.18204970420829328,0.025839582586129114,1500,0.0005691938012059236,0.201332849591307,0.20081020832843718,0.007121572107981942
0.5,0.8,amplitude_phase,Amp/Phase,max,Anchor max,2.0,Amp/Phase | Anchor max | w_int=2,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.800_amplitude_phase_max_wint_2,1200,0.0004539705722744966,0.18573190561152014,0.1821062296498266,0.019077157461065485,1500,0.001083559533875754,0.18993746510791895,0.18754711495136347,0.01760866346546342
0.5,0.8,amplitude_phase,Amp/Phase,max,Anchor max,4.0,Amp/Phase | Anchor max | w_int=4,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.800_amplitude_phase_max_wint_4,1500,0.0023571990340168977,0.23241810179862363,0.1935040327536283,0.09601787350384884,1500,0.0023571990340168977,0.23241810179862363,0.1935040327536283,0.09601787350384884
0.5,0.8,amplitude_phase,Amp/Phase,max,Anchor max,8.0,Amp/Phase | Anchor max | w_int=8,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.800_amplitude_phase_max_wint_8,1200,0.001207686206620505,0.2005900680328131,0.19831028013817623,0.018586026139018188,1500,0.0010959945528920198,0.20289367076796794,0.20066476890787807,0.019273225383744208
0.5,0.8,amplitude_phase,Amp/Phase,point_max,Anchor point+max,0.5,Amp/Phase | Anchor point+max | w_int=0.5,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.800_amplitude_phase_point_max_wint_0.5,1000,0.0013708092182095552,0.23906282520219793,0.22995480888512906,0.03807787914561145,1500,0.0012455575077946687,0.24172904972059012,0.23188991024438102,0.04190526687190092
0.5,0.8,amplitude_phase,Amp/Phase,point_max,Anchor point+max,1.0,Amp/Phase | Anchor point+max | w_int=1,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.800_amplitude_phase_point_max_wint_1,1000,0.0007390782146866823,0.2207234254853229,0.21227652916151304,0.04084006410828649,1500,0.0006186544804986024,0.23086644563361855,0.22372737867804465,0.03710444040363124
0.5,0.8,amplitude_phase,Amp/Phase,point_max,Anchor point+max,2.0,Amp/Phase | Anchor point+max | w_int=2,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.800_amplitude_phase_point_max_wint_2,1300,0.0013041339724476839,0.23546586567562489,0.23245021114215275,0.020997774083625697,1500,0.0014278210609372163,0.2366110763251855,0.23441828389154767,0.018608517055534592
0.5,0.8,amplitude_phase,Amp/Phase,point_max,Anchor point+max,4.0,Amp/Phase | Anchor point+max | w_int=4,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.800_amplitude_phase_point_max_wint_4,1200,0.0007478363721783662,0.2695858804345498,0.22749200578677053,0.09189259201049983,1500,0.0006592303424294496,0.2721548907369005,0.2281712662863251,0.09667454304551344
0.5,0.8,amplitude_phase,Amp/Phase,point_max,Anchor point+max,8.0,Amp/Phase | Anchor point+max | w_int=8,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.800_amplitude_phase_point_max_wint_8,1400,0.0011717446058209444,0.2354621027656121,0.23423413043356955,0.01524775221543166,1500,0.00101352407626467,0.23649867060883875,0.23314673456201235,0.020994635685427723
