mach,alpha,representation,representation_label,anchor_strategy,anchor_label,w_integral_norm,combo_label,run_dir,best_epoch,best_ci_mae,best_p_rel,best_env,best_phase,last_epoch,last_ci_mae,last_p_rel,last_env,last_phase
0.5,0.2,amplitude_phase,Amp/Phase,max,Anchor max,0.5,Amp/Phase | Anchor max | w_int=0.5,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.200_amplitude_phase_max_wint_0.5,1500,0.00010292138942880058,0.42430043471401707,0.4134416628878956,0.07843883374718388,1500,0.00010292138942880058,0.42430043471401707,0.4134416628878956,0.07843883374718388
0.5,0.2,amplitude_phase,Amp/Phase,max,Anchor max,1.0,Amp/Phase | Anchor max | w_int=1,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.200_amplitude_phase_max_wint_1,1500,1.3395212976163862e-05,0.4416137358928308,0.4331090886207975,0.0805442337504467,1500,1.3395212976163862e-05,0.4416137358928308,0.4331090886207975,0.0805442337504467
0.5,0.2,amplitude_phase,Amp/Phase,max,Anchor max,2.0,Amp/Phase | Anchor max | w_int=2,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.200_amplitude_phase_max_wint_2,1500,0.00020893011203604317,0.4623929548473115,0.4510270284165108,0.11009757998632665,1500,0.00020893011203604317,0.4623929548473115,0.4510270284165108,0.11009757998632665
0.5,0.2,amplitude_phase,Amp/Phase,max,Anchor max,4.0,Amp/Phase | Anchor max | w_int=4,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.200_amplitude_phase_max_wint_4,1500,0.000294045544775301,0.5156063020905554,0.5038875905412141,0.12252779886828487,1500,0.000294045544775301,0.5156063020905554,0.5038875905412141,0.12252779886828487
0.5,0.2,amplitude_phase,Amp/Phase,max,Anchor max,8.0,Amp/Phase | Anchor max | w_int=8,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.200_amplitude_phase_max_wint_8,1000,0.0003404775630553303,0.5302240581125048,0.5217604240990686,0.0962819994385947,1500,3.2142735632234576e-05,0.5021065813346497,0.4936456652965518,0.09524285430965078
0.5,0.2,amplitude_phase,Amp/Phase,point_max,Anchor point+max,0.5,Amp/Phase | Anchor point+max | w_int=0.5,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.200_amplitude_phase_point_max_wint_0.5,1500,0.00012873020061654472,0.3975893295386526,0.39216200430327175,0.057354594417905844,1500,0.00012873020061654472,0.3975893295386526,0.39216200430327175,0.057354594417905844
0.5,0.2,amplitude_phase,Amp/Phase,point_max,Anchor point+max,1.0,Amp/Phase | Anchor point+max | w_int=1,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.200_amplitude_phase_point_max_wint_1,1500,9.159650692147636e-05,0.4383532893139177,0.43494866766154056,0.041051480907341745,1500,9.159650692147636e-05,0.4383532893139177,0.43494866766154056,0.041051480907341745
0.5,0.2,amplitude_phase,Amp/Phase,point_max,Anchor point+max,2.0,Amp/Phase | Anchor point+max | w_int=2,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.200_amplitude_phase_point_max_wint_2,1500,0.000269786454351717,0.4646336880726908,0.4542257481442565,0.1114555756986143,1500,0.000269786454351717,0.4646336880726908,0.4542257481442565,0.1114555756986143
0.5,0.2,amplitude_phase,Amp/Phase,point_max,Anchor point+max,4.0,Amp/Phase | Anchor point+max | w_int=4,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.200_amplitude_phase_point_max_wint_4,1500,0.0002985158931334553,0.48354095187213947,0.47595309223938986,0.08647482207862237,1500,0.0002985158931334553,0.48354095187213947,0.47595309223938986,0.08647482207862237
0.5,0.2,amplitude_phase,Amp/Phase,point_max,Anchor point+max,8.0,Amp/Phase | Anchor point+max | w_int=8,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.200_amplitude_phase_point_max_wint_8,1400,0.0002232948314269123,0.5286699900562805,0.5211950998250526,0.08758138294212348,1500,1.4320946844392779e-05,0.5257579636614137,0.517945236339176,0.08942667909528211
0.5,0.5,amplitude_phase,Amp/Phase,max,Anchor max,0.5,Amp/Phase | Anchor max | w_int=0.5,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.500_amplitude_phase_max_wint_0.5,300,0.0013576617682595216,0.217614607423877,0.21577430898190303,0.011088533116804331,1500,0.0003695318257193603,0.224256589844484,0.16802120027812445,0.07466445982198466
0.5,0.5,amplitude_phase,Amp/Phase,max,Anchor max,1.0,Amp/Phase | Anchor max | w_int=1,results/subsonic_pinn_integral_norm_ablation_ampphase/alpha_0.500_amplitude_phase_max_wint_1,300,0.004630880638422485,0.2533610723514015,0.24602477810660595,0.03974958354148502,1500,0.00045867057198095695,0.2979807120004473,0.2292674043997185,0.09065306167689205
