epoch,loss,loss_pde,loss_bc,loss_norm,loss_phase,loss_ci_supervision,mapping_scale,ci_mid,audit_ci_mae,audit_ci_max_abs,audit_ci_mean_rel,audit_ci_max_rel,n_focus_alphas,focus_alpha_min,focus_alpha_max
1,1.683293342590332,0.007651384919881821,0.05836682766675949,0.5071684122085571,0.0328449085354805,0.11039207130670547,3.0000009536743164,0.20309627056121826,0.27089058900310636,0.7455360125242866,0.899266368741564,6.53387505271061,8.0,0.05,0.20750000000000002
2,2.5327558517456055,0.008779660798609257,0.07061140239238739,0.5008358955383301,0.003999458625912666,0.26260536909103394,3.0000009536743164,0.20600196719169617,,,,,,,
3,2.4576306343078613,0.006121087819337845,0.055407289415597916,0.42454293370246887,0.0004295783000998199,0.29449284076690674,3.0000009536743164,0.20897842943668365,,,,,,,
4,1.9133481979370117,0.0036778515204787254,0.027059508487582207,0.40969809889793396,0.008990122005343437,0.2440774291753769,3.0000009536743164,0.21202468872070312,,,,,,,
5,1.8781744241714478,0.0077067529782652855,0.030589012429118156,0.34441840648651123,0.03330540284514427,0.23737075924873352,3.0000009536743164,0.21513208746910095,,,,,,,
6,1.971649408340454,0.009162036702036858,0.0365011990070343,0.45979779958724976,0.0056070005521178246,0.22641411423683167,3.0000009536743164,0.2183087021112442,,,,,,,
7,1.843782901763916,0.004870330914855003,0.03644047677516937,0.28731393814086914,0.0014326320961117744,0.23715224862098694,3.0000009536743164,0.2215677946805954,,,,,,,
8,1.572860836982727,0.0039388807490468025,0.0252505075186491,0.28486740589141846,0.00028970735729672015,0.20625194907188416,3.0000009536743164,0.22492268681526184,,,,,,,
9,1.6330883502960205,0.0026786152739077806,0.023533664643764496,0.39636731147766113,0.004011953715234995,0.1989387571811676,3.0000009536743164,0.22839263081550598,,,,,,,
10,1.5493431091308594,0.0031572505831718445,0.020514553412795067,0.39606305956840515,0.000624518608674407,0.18887054920196533,3.0000009536743164,0.23199541866779327,,,,,,,
11,1.3222978115081787,0.0030949884094297886,0.021118585020303726,0.3554351329803467,5.749927822762402e-06,0.15051522850990295,3.0000009536743164,0.23574092984199524,,,,,,,
12,1.3070855140686035,0.0024122039321810007,0.01968248561024666,0.44729873538017273,0.010999036952853203,0.1299101561307907,3.0000009536743164,0.23964396119117737,,,,,,,
13,1.1484990119934082,0.0022971797734498978,0.014788276515901089,0.4267621338367462,0.0060430546291172504,0.11310276389122009,3.0000009536743164,0.24372361600399017,,,,,,,
14,1.0406627655029297,0.0018714992329478264,0.011226080358028412,0.4209311306476593,0.0024349207524210215,0.10063287615776062,3.0000009536743164,0.24800792336463928,,,,,,,
15,0.8441564440727234,0.0016298266127705574,0.006998635362833738,0.3600403964519501,0.00030411910847760737,0.08243914693593979,3.0000009536743164,0.2525089383125305,,,,,,,
16,0.9717920422554016,0.0016361530870199203,0.007650276646018028,0.515372633934021,1.233347302331822e-05,0.07565362751483917,3.0000009536743164,0.25726497173309326,,,,,,,
17,0.7597833871841431,0.0015093295369297266,0.006513627711683512,0.39837321639060974,0.0030683232471346855,0.058339253067970276,3.0000009536743164,0.26228606700897217,,,,,,,
18,0.8037281036376953,0.0009965994395315647,0.007312088273465633,0.5015028715133667,0.004792534746229649,0.04466305300593376,3.0000009536743164,0.26757997274398804,,,,,,,
19,0.6563031077384949,0.0006437241099774837,0.006081627681851387,0.4467887282371521,0.0005553051014430821,0.02949981950223446,3.0000009536743164,0.27311909198760986,,,,,,,
20,0.6306343078613281,0.00030111620435491204,0.007910645566880703,0.45053502917289734,0.0003321748517919332,0.02007189951837063,3.0000009536743164,0.2788970470428467,,,,,,,
21,0.5770549774169922,0.0002296356251463294,0.009207498282194138,0.4291178584098816,8.911986697057728e-06,0.011124711483716965,3.0000009536743164,0.2848508059978485,,,,,,,
22,0.5020036101341248,0.00020978922839276493,0.006733653135597706,0.41059112548828125,6.2989547586767e-06,0.0047719781287014484,3.0000009536743164,0.2908722162246704,,,,,,,
23,0.5244726538658142,0.0001301007141591981,0.005164206959307194,0.46355366706848145,0.00015789130702614784,0.0017977849347516894,3.0000009536743164,0.296779066324234,,,,,,,
24,0.48661187291145325,6.535885040648282e-05,0.002341080689802766,0.45344483852386475,0.0010713995434343815,0.0017238962464034557,3.0000009536743164,0.30227258801460266,,,,,,,
25,0.5168973207473755,6.978285091463476e-05,0.0013937728945165873,0.4774700105190277,0.001321534626185894,0.004819661378860474,3.0000009536743164,0.30699482560157776,,,,,,,
26,0.5286641716957092,7.961996016092598e-05,0.0012123286724090576,0.4717174768447876,0.00047871610149741173,0.008853007107973099,3.0000009536743164,0.31065502762794495,,,,,,,
27,0.5299561023712158,0.00019294998492114246,0.0009007451008073986,0.4518227279186249,0.0003816062235273421,0.013710275292396545,3.0000009536743164,0.31302890181541443,,,,,,,
