alpha,mach,ci_reference,ci_pinn,ci_abs_err
0.85,0.5,0.010634805770227514,0.03907639,0.02844158583729545
0.8366666666666667,0.5,0.019550039951157432,0.043245666,0.023695625777888436
0.85,0.47500000000000003,0.01954012014236455,0.04188603,0.02234591148529048
0.8233333333333334,0.5,0.028497051540532593,0.047990248,0.019493196066698547
0.8366666666666667,0.47500000000000003,0.028479797578899832,0.04643185,0.017952053063066034
0.85,0.45,0.028445434514501603,0.045065586,0.016620151009342162
0.8099999999999999,0.5,0.03747584053835308,0.053336468,0.01586062705555523
0.8233333333333334,0.47500000000000003,0.03745594550822878,0.05158235,0.014126405818713661
0.23666666666666664,0.42500000000000004,0.5470480110552385,0.5600118,0.012963793048612837
0.22333333333333333,0.42500000000000004,0.5617207388666365,0.5746815,0.012960781595399595
0.25,0.42500000000000004,0.5325566354089426,0.5454692,0.01291258904402981
0.20999999999999996,0.42500000000000004,0.5765748188431369,0.5894762,0.012901408917178059
0.16999999999999998,0.0,0.7369850598779304,0.7498592,0.012874153951110134
0.22333333333333333,0.4,0.5730979339940209,0.5859209,0.012822936310086797
0.20999999999999996,0.4,0.5880838507056159,0.6008967,0.012812865412243024
0.23666666666666664,0.4,0.5582831314118885,0.57108414,0.012801010319373751
0.18333333333333335,0.0,0.7192963071968337,0.7320872,0.012790887722752498
0.20999999999999996,0.375,0.5986333328685063,0.611394,0.012760655263970522
0.25,0.4,0.5436394429592184,0.55638826,0.012748815974802596
0.22333333333333333,0.375,0.5834772223727547,0.5962106,0.012733376572862998
