epoch,loss,loss_pde,loss_bc,loss_norm,loss_phase,loss_ci_supervision,mapping_scale,audit_ci_mae,audit_ci_max_abs,audit_ci_mean_rel,audit_ci_max_rel,n_focus_points
1,2.7086503505706787,0.022929944097995758,0.14993689954280853,0.5729383230209351,0.009025773033499718,0.1208774521946907,3.0000009536743164,0.2366584443810197,0.7126094679772056,0.7522667238257942,18.083194298342455,12.0
2,1.9896423816680908,0.0012509373482316732,0.01550329104065895,0.41919636726379395,0.005141194444149733,0.2818041741847992,3.0000009536743164,,,,,
3,2.578488826751709,0.011433511972427368,0.08094648271799088,0.5187176465988159,0.008405463770031929,0.24609345197677612,3.0000009536743164,,,,,
4,2.349207639694214,0.009679298847913742,0.06413327157497406,0.48892220854759216,0.006910125259310007,0.24047264456748962,3.0000009536743164,,,,,
5,1.8121994733810425,0.004110411740839481,0.02895519509911537,0.3910463750362396,0.008816475979983807,0.22373485565185547,3.0000009536743164,,,,,
6,1.5578947067260742,0.0018324923003092408,0.01791384257376194,0.35644930601119995,0.0032673312816768885,0.20344144105911255,3.0000009536743164,,,,,
7,1.6094485521316528,0.0022745185997337103,0.028940826654434204,0.3548146188259125,1.3010007293701165e-08,0.19259023666381836,3.0000009536743164,,,,,
8,1.568410038948059,0.0030298123601824045,0.03434218466281891,0.3955628275871277,0.0018066572956740856,0.16491776704788208,3.0000009536743164,,,,,
9,1.4518659114837646,0.002698061056435108,0.027534006163477898,0.4250154495239258,0.004546580370515585,0.1488531529903412,3.0000009536743164,,,,,
10,1.2759997844696045,0.0013842968037351966,0.015453606843948364,0.45099127292633057,0.0018345548305660486,0.1334507167339325,3.0000009536743164,,,,,
11,1.1102997064590454,0.0008206629427149892,0.0066595799289643764,0.46746182441711426,0.0033562099561095238,0.11441303789615631,3.0000009536743164,,,,,
12,0.9805293083190918,0.000995841808617115,0.006433482281863689,0.4547172784805298,9.160000900010346e-07,0.09209609776735306,3.0000009536743164,,,,,
13,0.8953990936279297,0.0018890171777456999,0.01241503655910492,0.398206889629364,0.0009873941307887435,0.07403307408094406,3.0000009536743164,,,,,
14,0.9333449602127075,0.0026121120899915695,0.01891918107867241,0.4520912170410156,0.003907341510057449,0.05710849538445473,3.0000009536743164,,,,,
15,0.8991909027099609,0.0023657188285142183,0.016419682651758194,0.5184847116470337,0.012163323350250721,0.040396057069301605,3.0000009536743164,,,,,
16,0.7042163610458374,0.0016867873491719365,0.010039072483778,0.47307246923446655,0.002959862584248185,0.02522130310535431,3.0000009536743164,,,,,
17,0.634671688079834,0.0012355898506939411,0.006788222584873438,0.48302918672561646,0.0008235840359702706,0.016340220347046852,3.0000009536743164,,,,,
18,0.5846109390258789,0.0007776087149977684,0.004384459462016821,0.49257951974868774,0.00093232182553038,0.009295385330915451,3.0000009536743164,,,,,
19,0.5063103437423706,0.0006757564260624349,0.005699637345969677,0.43205365538597107,0.00011916687071789056,0.003293069079518318,3.0000009536743164,,,,,
20,0.5437591075897217,0.0009428117773495615,0.010528209619224072,0.40863820910453796,0.004452098626643419,0.004888770170509815,3.0000009536743164,,,,,
21,0.597902238368988,0.0011184478644281626,0.01280361507087946,0.41782695055007935,0.0170595720410347,0.006772217340767384,3.0000009536743164,,,,,
22,0.577822744846344,0.0011186690535396338,0.011275157332420349,0.4151778519153595,0.000508628785610199,0.009653212502598763,3.0000009536743164,,,,,
23,0.6198900938034058,0.0010312480153515935,0.009432693012058735,0.43464139103889465,5.232450916992093e-08,0.01797809638082981,3.0000009536743164,,,,,
24,0.6251524090766907,0.0008982789004221559,0.0063429931178689,0.4554899334907532,5.692192280548625e-05,0.021055471152067184,3.0000009536743164,,,,,
25,0.605553925037384,0.0004341215535532683,0.0037457188591361046,0.44939130544662476,2.337359603643563e-07,0.023654207587242126,3.0000009536743164,,,,,
26,0.5667030215263367,0.0002248243399662897,0.0034092124551534653,0.43518155813217163,1.5546018403256312e-05,0.019437793642282486,3.0000009536743164,,,,,
27,0.5415064692497253,0.0001305187470279634,0.0037793798837810755,0.42024415731430054,0.0005759145133197308,0.01655241847038269,3.0000009536743164,,,,,
28,0.559337317943573,0.00022113099112175405,0.006950678303837776,0.41345301270484924,0.00012722163228318095,0.015205828472971916,3.0000009536743164,,,,,
29,0.518936276435852,0.0003224500105716288,0.008848313242197037,0.3824343681335449,0.00010049653792520985,0.009519169107079506,3.0000009536743164,,,,,
30,0.5278328657150269,0.00040700213867239654,0.008144776336848736,0.411184698343277,0.0009405846940353513,0.006770561449229717,3.0000009536743164,,,,,
31,0.4728381335735321,0.00038944772677496076,0.006884985603392124,0.38264551758766174,0.0002892700722441077,0.004132814705371857,3.0000009536743164,,,,,
32,0.46691516041755676,0.000375295989215374,0.005972604267299175,0.3968413770198822,0.00020612459047697484,0.0019532658625394106,3.0000009536743164,,,,,
33,0.4811173677444458,0.00027903987211175263,0.004271442070603371,0.4322717487812042,0.0008205599151551723,0.0010063244262710214,3.0000009536743164,,,,,
34,0.4339168965816498,0.00025422382168471813,0.003397907130420208,0.39665865898132324,2.044801294687204e-05,0.0006008994532749057,3.0000009536743164,,,,,
35,0.4349277913570404,0.00022319283743854612,0.0031763825099915266,0.3990866243839264,9.540784958517179e-06,0.0007689256453886628,3.0000009536743164,,,,,
36,0.4274671971797943,0.00029491717577911913,0.0056906649842858315,0.36411920189857483,1.1258595804974902e-05,0.0012270357692614198,3.0000009536743164,,,,,
37,0.43573060631752014,0.0004023857763968408,0.007785371504724026,0.34707778692245483,5.493119533639401e-05,0.002068358240649104,3.0000009536743164,,,,,
38,0.4979532063007355,0.0005094475345686078,0.008791942149400711,0.3950439989566803,4.4961110688745975e-05,0.002887068083509803,3.0000009536743164,,,,,
39,0.5530281662940979,0.00045089120976626873,0.005370524246245623,0.48051661252975464,0.0007904096855781972,0.003512999275699258,3.0000009536743164,,,,,
40,0.489962100982666,0.00029637632542289793,0.0027773224283009768,0.44096899032592773,9.178888285532594e-05,0.004166338127106428,3.0000009536743164,,,,,
41,0.5388554930686951,0.00019233080092817545,0.0017406991682946682,0.4976171851158142,0.0018270370783284307,0.004362382926046848,3.0000009536743164,,,,,
42,0.4810946583747864,0.00010971818846883252,0.0012662752997130156,0.4472838044166565,0.0004296832485124469,0.004121740348637104,3.0000009536743164,,,,,
43,0.4696497619152069,0.00015727327263448387,0.0027446262538433075,0.42003166675567627,0.0008267048979178071,0.004237568471580744,3.0000009536743164,,,,,
44,0.5137761831283569,0.00021245330572128296,0.00561501644551754,0.4394639730453491,0.0004441299242898822,0.0035010918509215117,3.0000009536743164,,,,,
