alpha,mach,ci_reference,ci_pinn,ci_abs_err
0.05,0.0,0.9146538208662657,0.91548175,0.0008279253304811496
0.06333333333333334,0.0,0.8932777895214544,0.89668894,0.0034111486194147167
0.07666666666666666,0.0,0.8722475081367052,0.877971,0.005723485382124194
0.09,0.0,0.8515629767120177,0.859338,0.007775008803576733
0.10333333333333333,0.0,0.8315552300904028,0.8407995,0.009244280388570614
0.11666666666666667,0.0,0.811862508234439,0.82236505,0.0105025373130464
0.13,0.0,0.7924848111441262,0.8040443,0.011559495134102593
0.1433333333333333,0.0,0.7736973473739395,0.7858469,0.012149541645072981
0.15666666666666668,0.0,0.7551974302852075,0.7677822,0.012584781018503466
0.16999999999999998,0.0,0.7369850598779304,0.7498592,0.012874153951110134
0.18333333333333335,0.0,0.7192963071968337,0.7320872,0.012790887722752498
0.19666666666666666,0.0,0.70185279492309,0.7144748,0.012622002325750281
0.20999999999999996,0.0,0.6846545230566994,0.6970308,0.012376259642885579
0.22333333333333333,0.0,0.6679198775453996,0.67976314,0.011843260748820361
0.23666666666666664,0.0,0.6514322685691903,0.66268003,0.011247761299889247
0.25,0.0,0.6351916961280712,0.64578885,0.010597152272044719
0.2633333333333333,0.0,0.6193429217811687,0.6290969,0.009754003477467799
0.27666666666666667,0.0,0.6037027615347341,0.61261076,0.008907995816187508
0.29,0.0,0.5882712153887675,0.596337,0.008065805008418803
0.3033333333333333,0.0,0.5732048253467553,0.5802813,0.007076491887283987
0.31666666666666665,0.0,0.5583240392572018,0.5644489,0.006124853813019193
0.32999999999999996,0.0,0.5436288571201071,0.54884475,0.005215897575785222
0.3433333333333333,0.0,0.5293021694628884,0.5334728,0.004170606950075428
0.35666666666666663,0.0,0.515131054112191,0.5183369,0.003205838015799767
0.36999999999999994,0.0,0.5011155110680144,0.50343996,0.0023244517959076783
0.3833333333333333,0.0,0.4874040081220752,0.4887845,0.00138048389376344
0.3966666666666666,0.0,0.4738554086465882,0.4743721,0.0005166802625609646
0.41,0.0,0.4604697126415535,0.46020395,0.0002657670048042404
0.4233333333333333,0.0,0.44733711505210316,0.44628036,0.0010567548302403695
0.43666666666666665,0.0,0.43435243447875693,0.43260133,0.0017511018142671864
0.44999999999999996,0.0,0.42151567092151493,0.41916567,0.0023500000497803097
0.4633333333333333,0.0,0.4089244441410843,0.405972,0.002952440204316731
0.4766666666666666,0.0,0.39646669449954247,0.393018,0.0034486872211000885
0.48999999999999994,0.0,0.3841424219968894,0.3803008,0.0038416319254019893
0.5033333333333333,0.0,0.3720457573283077,0.36781684,0.004228921686446729
0.5166666666666666,0.0,0.36005999317885445,0.3555621,0.004497902305136192
0.53,0.0,0.3481851295485295,0.34353182,0.004653312350729799
