alpha,Mach,cr,ci,omega_i,mismatch,domain_size,success
0.18,1.0,0.1448632443017117,0.034652104304128725,0.006237378774743171,0.0013309073540447326,80.0,True
0.24,1.0,0.1448651889581924,0.03465168277155161,0.008316403865172387,0.0009047671642421577,80.0,True
0.3,1.0,0.14486531385451404,0.03465151831772566,0.010395455495317696,3.3424147849066486e-06,80.0,True
0.18,1.15,0.14486366323439534,0.03465217596852352,0.0062373916743342335,0.0012564418045314786,80.0,True
0.24,1.15,0.14486518642234092,0.0346516758340735,0.008316402200177639,0.002281659671978721,80.0,True
0.3,1.15,0.144862261057002,0.034650987497421674,0.010395296249226502,0.003927323751304952,80.0,True
0.18,1.3,0.14486366077836643,0.03465224218206119,0.0062374035927710144,0.002303934949231836,80.0,True
0.24,1.3,0.1448651407116482,0.0346511903416974,0.008316285682007376,0.004268358582618152,80.0,True
0.3,1.3,0.1448621700902707,0.034650976465096586,0.010395292939528976,0.006865708396130249,80.0,True
