epoch,loss,loss_pde,loss_bc,loss_norm,loss_integral_norm,loss_phase,loss_peak_slope,loss_peak_curvature,loss_loc_center,loss_loc_spread,loss_ci_supervision,mapping_scale,ci_mid,audit_ci_mae,audit_ci_max_abs,audit_ci_mean_rel,audit_ci_max_rel,audit_p_rel_l2_mean,audit_p_rel_l2_max,audit_env_rel_mean,audit_env_rel_max,audit_phase_rel_mean,audit_phase_rel_max,audit_peak_shift_mean,audit_peak_shift_max,audit_checkpoint_metric,n_focus_alphas,focus_alpha_min,focus_alpha_max
47,1.049831509590149,0.04985852539539337,0.098812036216259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023705344647169113,3.0000009536743164,0.26439565420150757,,,,,,,,,,,,,,,,
48,0.8984229564666748,0.056358933448791504,0.08276211470365524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028885696083307266,3.0000009536743164,0.2632425129413605,,,,,,,,,,,,,,,,
49,1.0784190893173218,0.05114779621362686,0.10170666873455048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020409193821251392,3.0000009536743164,0.2620011568069458,,,,,,,,,,,,,,,,
50,1.131082534790039,0.05950780212879181,0.1064431369304657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014286497607827187,3.0000009536743164,0.2607486844062805,,,,,,,,,,,,,,,,
51,0.9454922080039978,0.06114210933446884,0.08779780566692352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012744053965434432,3.0000009536743164,0.25953245162963867,,,,,,,,,,,,,,,,
52,1.0968035459518433,0.06032327562570572,0.1031135693192482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010689315386116505,3.0000009536743164,0.2584439516067505,,,,,,,,,,,,,,,,
53,0.9512732625007629,0.06130282208323479,0.08851046860218048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009731565951369703,3.0000009536743164,0.2574850916862488,,,,,,,,,,,,,,,,
54,0.9388396143913269,0.05152476951479912,0.08821341395378113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010361457243561745,3.0000009536743164,0.2566642165184021,,,,,,,,,,,,,,,,
55,0.9413323402404785,0.0696113109588623,0.08667033910751343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010035259183496237,3.0000009536743164,0.2559979557991028,,,,,,,,,,,,,,,,
56,0.8279111385345459,0.061794351786375046,0.07609988749027252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010235939407721162,3.0000009536743164,0.2555692493915558,,,,,,,,,,,,,,,,
57,0.9664222598075867,0.0638703927397728,0.08978957682847977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009312229813076556,3.0000009536743164,0.25530749559402466,,,,,,,,,,,,,,,,
58,0.9794666767120361,0.061798423528671265,0.09131743013858795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008987926412373781,3.0000009536743164,0.25518369674682617,,,,,,,,,,,,,,,,
59,0.8345020413398743,0.06320150941610336,0.07651658356189728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012269531143829226,3.0000009536743164,0.255151629447937,,,,,,,,,,,,,,,,
60,1.122520923614502,0.056277237832546234,0.10607972741127014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010892776772379875,3.0000009536743164,0.2551995813846588,,,,,,,,,,,,,,,,
61,0.9864814877510071,0.06412601470947266,0.09169559180736542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010798992589116096,3.0000009536743164,0.25533536076545715,,,,,,,,,,,,,,,,
62,0.9534357190132141,0.057964395731687546,0.08906038105487823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009735062485560775,3.0000009536743164,0.25554129481315613,,,,,,,,,,,,,,,,
63,0.8484166264533997,0.05686255544424057,0.07869572937488556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009193601435981691,3.0000009536743164,0.2557999789714813,,,,,,,,,,,,,,,,
64,0.789844810962677,0.0550566241145134,0.07301071286201477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009362095734104514,3.0000009536743164,0.25600573420524597,,,,,,,,,,,,,,,,
65,0.7853248119354248,0.05920962244272232,0.07204648107290268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001130063901655376,3.0000009536743164,0.25613316893577576,,,,,,,,,,,,,,,,
66,0.9127712249755859,0.05910893529653549,0.08472494035959244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012825794983655214,3.0000009536743164,0.25613996386528015,,,,,,,,,,,,,,,,
67,0.8703873753547668,0.05315200239419937,0.08110429346561432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001238494529388845,3.0000009536743164,0.25601011514663696,,,,,,,,,,,,,,,,
68,0.6343945264816284,0.07120753824710846,0.05555085837841034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015356729272753,3.0000009536743164,0.25577107071876526,,,,,,,,,,,,,,,,
69,1.182305097579956,0.061413731426000595,0.11135601997375488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00146623351611197,3.0000009536743164,0.25548258423805237,,,,,,,,,,,,,,,,
70,0.7834776639938354,0.057800523936748505,0.07170989364385605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017156410031020641,3.0000009536743164,0.25510916113853455,,,,,,,,,,,,,,,,
71,0.7884628176689148,0.07507183402776718,0.07057538628578186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015274311881512403,3.0000009536743164,0.2546582520008087,,,,,,,,,,,,,,,,
72,0.8062003254890442,0.05152476206421852,0.07480092346668243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013332705711945891,3.0000009536743164,0.2541320323944092,,,,,,,,,,,,,,,,
73,0.6438227891921997,0.06853003054857254,0.05683794617652893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013826554641127586,3.0000009536743164,0.253534734249115,,,,,,,,,,,,,,,,
74,0.9232969284057617,0.05688003823161125,0.08597460389137268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013341679004952312,3.0000009536743164,0.25289520621299744,,,,,,,,,,,,,,,,
75,0.6527047753334045,0.07321415841579437,0.057418324053287506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010614763014018536,3.0000009536743164,0.25237566232681274,,,,,,,,,,,,,,,,
76,0.8856976628303528,0.05887758731842041,0.08211812376976013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011277715675532818,3.0000009536743164,0.2518948018550873,,,,,,,,,,,,,,,,
77,0.6646258234977722,0.05953610688447952,0.059957314282655716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011033184127882123,3.0000009536743164,0.2514052987098694,,,,,,,,,,,,,,,,
78,0.7552501559257507,0.06803382188081741,0.06818230450153351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010786618804559112,3.0000009536743164,0.25097861886024475,,,,,,,,,,,,,,,,
79,0.7368409037590027,0.05977581813931465,0.06712716817855835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011586830951273441,3.0000009536743164,0.2506434917449951,,,,,,,,,,,,,,,,
80,0.6605636477470398,0.06949494779109955,0.05857379361987114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010661440901458263,3.0000009536743164,0.25045958161354065,,,,,,,,,,,,,,,,
81,0.5335601568222046,0.07170787453651428,0.0456484891474247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001073483726941049,3.0000009536743164,0.2504524290561676,,,,,,,,,,,,,,,,
82,0.4639785885810852,0.064185731112957,0.03948213532567024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009943018667399883,3.0000009536743164,0.25050631165504456,,,,,,,,,,,,,,,,
83,0.4667683243751526,0.06962275505065918,0.03916265070438385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011038141092285514,3.0000009536743164,0.25056192278862,,,,,,,,,,,,,,,,
84,0.4915538430213928,0.08546801656484604,0.04009458050131798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010280022397637367,3.0000009536743164,0.25073471665382385,,,,,,,,,,,,,,,,
85,0.412311851978302,0.09845316410064697,0.030812107026576996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011475207284092903,3.0000009536743164,0.25116366147994995,,,,,,,,,,,,,,,,
86,0.4903036952018738,0.09366767108440399,0.03914613276720047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010349377989768982,3.0000009536743164,0.251627653837204,,,,,,,,,,,,,,,,
87,0.48853856325149536,0.0751267671585083,0.04081759601831436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010471693240106106,3.0000009536743164,0.25203025341033936,,,,,,,,,,,,,,,,
88,0.3828527629375458,0.09252551943063736,0.028474431484937668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011165840551257133,3.0000009536743164,0.2524945139884949,,,,,,,,,,,,,,,,
89,0.31747663021087646,0.11780127137899399,0.01940106227993965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011329480912536383,3.0000009536743164,0.253135621547699,,,,,,,,,,,,,,,,
90,0.25925883650779724,0.14811834692955017,0.010510699823498726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012067027855664492,3.0000009536743164,0.25400859117507935,,,,,,,,,,,,,,,,
91,0.31069546937942505,0.11447098851203918,0.019025951623916626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011929948814213276,3.0000009536743164,0.25479644536972046,,,,,,,,,,,,,,,,
92,0.19498246908187866,0.11576801538467407,0.007417683489620686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001007524086162448,3.0000009536743164,0.25579360127449036,,,,,,,,,,,,,,,,
93,0.24513037502765656,0.16439473628997803,0.007526762317866087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010936043690890074,3.0000009536743164,0.2570846676826477,,,,,,,,,,,,,,,,
94,0.2694965898990631,0.1032390147447586,0.01617715321481228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008972089854069054,3.0000009536743164,0.2584415674209595,,,,,,,,,,,,,,,,
95,0.19068896770477295,0.11826847493648529,0.006796129979193211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008918394451029599,3.0000009536743164,0.25978103280067444,,,,,,,,,,,,,,,,
96,0.22104161977767944,0.16865289211273193,0.004787645302712917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009024564060382545,3.0000009536743164,0.26139867305755615,,,,,,,,,,,,,,,,
97,0.20803575217723846,0.15286099910736084,0.005051773972809315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009314034250564873,3.0000009536743164,0.26325419545173645,,,,,,,,,,,,,,,,
98,0.23127031326293945,0.13326799869537354,0.009320028126239777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009604055085219443,3.0000009536743164,0.2652689516544342,,,,,,,,,,,,,,,,
99,0.21519096195697784,0.13053572177886963,0.008085331879556179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007603857084177434,3.0000009536743164,0.2674330770969391,,,,,,,,,,,,,,,,
100,0.17733360826969147,0.1393885314464569,0.0033867654856294394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008154852548614144,3.0000009536743164,0.26977622509002686,0.02662777472391136,0.06876203068940967,0.46782866114166183,6.465747237663888,0.6865502263617865,1.2890230254218664,0.6135140560546752,0.9466422603374494,0.14660345990759585,0.5726243383184855,4.268944644927976,15.219715690612801,2.0203296944795808,8.0,0.05,0.85
101,0.28336259722709656,0.24029111862182617,0.0035951079335063696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014240783639252186,3.0000009536743164,0.2726359963417053,,,,,,,,,,,,,,,,
102,0.22523944079875946,0.13436274230480194,0.008495804853737354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011837296187877655,3.0000009536743164,0.2755095064640045,,,,,,,,,,,,,,,,
103,0.23660938441753387,0.10936199128627777,0.012072802521288395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013038727920502424,3.0000009536743164,0.27832502126693726,,,,,,,,,,,,,,,,
104,0.22206811606884003,0.13559332489967346,0.008113162592053413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001068633166141808,3.0000009536743164,0.28123605251312256,,,,,,,,,,,,,,,,
105,0.21322302520275116,0.168601855635643,0.003958853892982006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010065247770398855,3.0000009536743164,0.28430721163749695,,,,,,,,,,,,,,,,
106,0.21088357269763947,0.1741805523633957,0.0030854535289108753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001169696100987494,3.0000009536743164,0.2875441610813141,,,,,,,,,,,,,,,,
107,0.19199807941913605,0.11149425804615021,0.007646952755749226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008068600436672568,3.0000009536743164,0.2906591594219208,,,,,,,,,,,,,,,,
108,0.1820574700832367,0.09450232237577438,0.008187834173440933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011353621957823634,3.0000009536743164,0.2934872508049011,,,,,,,,,,,,,,,,
109,0.16933675110340118,0.1114870011806488,0.005188114009797573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001193722360767424,3.0000009536743164,0.2960730195045471,,,,,,,,,,,,,,,,
110,0.19611378014087677,0.13673630356788635,0.005356293171644211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011629074579104781,3.0000009536743164,0.2985033094882965,,,,,,,,,,,,,,,,
111,0.20505021512508392,0.10509622097015381,0.009383450262248516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001223896979354322,3.0000009536743164,0.3005770146846771,,,,,,,,,,,,,,,,
112,0.18201853334903717,0.08408761024475098,0.009167978540062904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012502295430749655,3.0000009536743164,0.30221623182296753,,,,,,,,,,,,,,,,
113,0.15422189235687256,0.08049031347036362,0.006710059009492397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013261979911476374,3.0000009536743164,0.3033984303474426,,,,,,,,,,,,,,,,
114,0.16794747114181519,0.11449655145406723,0.0044910237193107605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017081366386264563,3.0000009536743164,0.30425629019737244,,,,,,,,,,,,,,,,
115,0.17204643785953522,0.1275227963924408,0.003616340458393097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016720473067834973,3.0000009536743164,0.30491960048675537,,,,,,,,,,,,,,,,
116,0.14608536660671234,0.08346112072467804,0.005478314124047756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015682204393669963,3.0000009536743164,0.3052302300930023,,,,,,,,,,,,,,,,
117,0.159187912940979,0.06816764175891876,0.008329221047461033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015456131659448147,3.0000009536743164,0.30517932772636414,,,,,,,,,,,,,,,,
118,0.16229139268398285,0.07886987924575806,0.007556933909654617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015704374527558684,3.0000009536743164,0.3048611581325531,,,,,,,,,,,,,,,,
119,0.1606605350971222,0.07570292055606842,0.007799365557730198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013927929103374481,3.0000009536743164,0.30429667234420776,,,,,,,,,,,,,,,,
120,0.1345936805009842,0.07442086935043335,0.005252690054476261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015291834715753794,3.0000009536743164,0.30353349447250366,,,,,,,,,,,,,,,,
121,0.11502085626125336,0.05701786279678345,0.005095147527754307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014103036373853683,3.0000009536743164,0.3025847375392914,,,,,,,,,,,,,,,,
122,0.12384049594402313,0.07104212045669556,0.00465338584035635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012529036030173302,3.0000009536743164,0.3015163540840149,,,,,,,,,,,,,,,,
123,0.1124548390507698,0.08922003209590912,0.0016627357108518481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013214899227023125,3.0000009536743164,0.30046403408050537,,,,,,,,,,,,,,,,
124,0.10861071199178696,0.07660788297653198,0.0025620078667998314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012765496503561735,3.0000009536743164,0.29945608973503113,,,,,,,,,,,,,,,,
125,0.10552901774644852,0.05730650573968887,0.004193772561848164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012569582322612405,3.0000009536743164,0.29843899607658386,,,,,,,,,,,,,,,,
126,0.11367655545473099,0.05240236222743988,0.00538339139893651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014880553353577852,3.0000009536743164,0.29733461141586304,,,,,,,,,,,,,,,,
127,0.1070186197757721,0.059800729155540466,0.004091106355190277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012613660655915737,3.0000009536743164,0.29621148109436035,,,,,,,,,,,,,,,,
128,0.08484344929456711,0.059477828443050385,0.0016286622267216444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018158000893890858,3.0000009536743164,0.2951366603374481,,,,,,,,,,,,,,,,
129,0.09565520286560059,0.05871347337961197,0.0029492885805666447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014897689688950777,3.0000009536743164,0.294150173664093,,,,,,,,,,,,,,,,
130,0.09222888946533203,0.0586664080619812,0.002638279227539897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014359391061589122,3.0000009536743164,0.29322269558906555,,,,,,,,,,,,,,,,
131,0.09237908571958542,0.06628912687301636,0.001984821632504463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012483492027968168,3.0000009536743164,0.29231706261634827,,,,,,,,,,,,,,,,
