alpha,Mach,cr_reference,ci_reference,cr_final,ci_final,cr_init,ci_init,stage1_mismatch,stage2_mismatch,candidate_source,accept,reference_kind,validation_level,box_validated,modal_fields_available,audit_dir,notes
0.25,1.8,0.4230769230767773,0.0271365720212778,0.4230769230767773,0.0271365720212778,0.4,0.028,0.0448468067249187,4.011697629602678e-20,manual_grid,False,supersonic_classical_shooting,shooting_root_only_no_box,False,False,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M180_a0250_manual_single_cr040_ci0028,Manual single-seed shooting root; modal fields to be regenerated locally.
0.26,1.8,0.4230769230766153,0.0266177708728375,0.4230769230766153,0.0266177708728375,0.4,0.02,0.0489946586612651,4.224506071259576e-20,manual_grid,False,supersonic_classical_shooting,shooting_root_only_no_box,False,False,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M180_a0260_manual_single_cr040_ci0020,Manual single-seed shooting root; modal fields to be regenerated locally.
0.275,1.8,0.4230769230767354,0.0258201118087628,0.4230769230767354,0.0258201118087628,0.4,0.02,0.0555642403169517,4.471052582611939e-20,manual_grid,False,supersonic_classical_shooting,shooting_root_only_no_box,False,False,assets/classic_supersonic/multicandidate_audits/supersonic_multicandidate_M180_a0275_manual_single_cr040_ci0020,Manual single-seed shooting root; modal fields to be regenerated locally.
