n_alpha_supervision,best_loss,best_epoch,best_audit_ci_mae,best_audit_ci_epoch,best_audit_p_rel,last_epoch,last_loss,last_ci_mae,last_p_rel,last_env,last_phase,last_peak,target_ci_mae,meets_target_best,meets_target_last
4,0.002185463672503829,2754,0.004989162603556808,3000,0.34809686765750925,3000,0.0024563604965806007,0.004989162603556808,0.34809686765750925,0.32212284695029336,0.11001508237075013,2.2007602827889565,0.02,True,True
8,0.0017211770173162222,2469,0.003096090720201971,2900,0.37518385430828693,3000,0.008102611638605595,0.003798394008270241,0.35538064045224366,0.3224913087323755,0.11890767262855309,2.2537906510489307,0.02,True,True
16,0.0013479434419423342,2501,0.0025872956887607237,2900,0.347874138046958,3000,0.002501758513972163,0.0027448896123565144,0.3567210779568342,0.3286999435309839,0.11595104385059682,2.3068210193089107,0.02,True,True
32,0.001313740387558937,2901,0.002492432443924564,3000,0.32842818233953064,3000,0.0027935244143009186,0.002492432443924564,0.32842818233953064,0.30362315063681006,0.10996540996601592,2.2272754669189436,0.02,True,True
64,0.0011615426046773791,2901,0.0023654814181333487,3000,0.3878298429823884,3000,0.0019947814289480448,0.0023654814181333487,0.3878298429823884,0.3661429475916706,0.1074826043951627,2.280305835178924,0.02,True,True
128,0.001896807225421071,2984,0.002150743731145314,3000,0.35763152358093553,3000,0.0022590276785194874,0.002150743731145314,0.35763152358093553,0.32284831962553107,0.12156578230539947,2.2007602827889565,0.02,True,True
