epoch,loss,loss_pde,loss_bc,loss_norm,loss_integral_norm,loss_phase,loss_ci_supervision,mapping_scale,ci_mid,audit_ci_mae,audit_ci_max_abs,audit_ci_mean_rel,audit_ci_max_rel,audit_p_rel_l2_mean,audit_p_rel_l2_max,audit_checkpoint_metric,n_focus_alphas,focus_alpha_min,focus_alpha_max
1,2.7213525772094727,0.003720458596944809,0.03179348260164261,0.5124596357345581,0.9544475674629211,0.014485513791441917,0.07827189564704895,3.0000009536743164,0.20348097383975983,0.23556949170817904,0.5994314495474359,1.8536375221634327,26.772763269576924,4.948591038530695,6.487088221329804,7.304285955612485,8.0,0.10999999999999999,0.7899999999999999
2,3.7051851749420166,0.02861257642507553,0.12317392975091934,0.48823660612106323,0.9397993087768555,0.005627008620649576,0.1034613773226738,3.0000009536743164,0.20655670762062073,,,,,,,,,,
3,2.5472793579101562,0.004260603804141283,0.03227875009179115,0.40069377422332764,0.9331436157226562,0.01386008970439434,0.09159597754478455,3.0000009536743164,0.20933662354946136,,,,,,,,,,
4,2.750645875930786,0.019920524209737778,0.06271743774414062,0.3629198670387268,0.9316412210464478,0.006397787481546402,0.08665483444929123,3.0000009536743164,0.21234142780303955,,,,,,,,,,
5,2.788513422012329,0.017157666385173798,0.0719250738620758,0.3462305963039398,0.9333053827285767,7.71479681134224e-05,0.08523683995008469,3.0000009536743164,0.21555644273757935,,,,,,,,,,
6,2.52984881401062,0.00692673260346055,0.054008349776268005,0.35560691356658936,0.9272267818450928,0.0045143309980630875,0.06707386672496796,3.0000009536743164,0.21893519163131714,,,,,,,,,,
7,2.3262836933135986,0.0038912727031856775,0.043727077543735504,0.35116806626319885,0.9057351350784302,0.008046261966228485,0.05219153314828873,3.0000009536743164,0.22242313623428345,,,,,,,,,,
8,2.4584197998046875,0.006567368283867836,0.044316258281469345,0.3915110230445862,0.9214454889297485,0.005349825602024794,0.05870451033115387,3.0000009536743164,0.226061150431633,,,,,,,,,,
9,2.3618288040161133,0.007342006079852581,0.0462907999753952,0.35992926359176636,0.9418818950653076,0.003378716530278325,0.04461617022752762,3.0000009536743164,0.22984912991523743,,,,,,,,,,
10,2.2803092002868652,0.005512534640729427,0.038287222385406494,0.3659917414188385,0.9498805403709412,0.0012239047791808844,0.04152248799800873,3.0000009536743164,0.23381003737449646,,,,,,,,,,
11,2.189251661300659,0.0035579181276261806,0.02734333835542202,0.3755647838115692,0.9561126828193665,0.0017025053966790438,0.04032260552048683,3.0000009536743164,0.23795583844184875,,,,,,,,,,
12,2.141573429107666,0.0040199123322963715,0.018537558615207672,0.3945247232913971,0.964974045753479,0.0036155448760837317,0.03818468749523163,3.0000009536743164,0.24229858815670013,,,,,,,,,,
13,2.1077651977539062,0.005689374171197414,0.016871925443410873,0.4170743227005005,0.9682427048683167,0.0037042966578155756,0.024711333215236664,3.0000009536743164,0.24682831764221191,,,,,,,,,,
14,2.1378085613250732,0.006449248641729355,0.01764671318233013,0.4209902882575989,0.9751291871070862,0.003657763823866844,0.026093333959579468,3.0000009536743164,0.2516237497329712,,,,,,,,,,
15,2.0912318229675293,0.004643642343580723,0.01584589295089245,0.42881810665130615,0.9812703728675842,0.0019989218562841415,0.017044994980096817,3.0000009536743164,0.25667428970336914,,,,,,,,,,
16,2.0162124633789062,0.0025608199648559093,0.011279738508164883,0.4292459487915039,0.9855668544769287,0.0005467429291456938,0.01114038098603487,3.0000009536743164,0.2619149386882782,,,,,,,,,,
17,1.9662638902664185,0.001417471095919609,0.008834630250930786,0.42389175295829773,0.9840800762176514,0.0014380344655364752,0.008352111093699932,3.0000009536743164,0.26734229922294617,,,,,,,,,,
18,1.9469764232635498,0.001830640947446227,0.010030006989836693,0.41676709055900574,0.9789879322052002,0.003316936083137989,0.005137941800057888,3.0000009536743164,0.27294376492500305,,,,,,,,,,
19,1.9654463529586792,0.0030270933639258146,0.01412045769393444,0.4125038981437683,0.9770914912223816,0.003233608091250062,0.0025296241510659456,3.0000009536743164,0.2785881459712982,,,,,,,,,,
20,1.9476239681243896,0.0032649668864905834,0.014970914460718632,0.4044232666492462,0.9753474593162537,0.0021052781958132982,0.0012490566587075591,3.0000009536743164,0.2840225100517273,,,,,,,,,,
21,1.9342200756072998,0.002809425350278616,0.015253031626343727,0.3986790180206299,0.975299060344696,0.00046344989095814526,0.0010592800099402666,3.0000009536743164,0.2889476418495178,,,,,,,,,,
22,1.930724859237671,0.0014030602760612965,0.01476338505744934,0.3993312120437622,0.9738974571228027,4.6045002818573266e-05,0.0018071875674650073,3.0000009536743164,0.29288819432258606,,,,,,,,,,
23,1.902300477027893,0.0011650391388684511,0.014975948259234428,0.3832979202270508,0.9692836403846741,0.0005395206972025335,0.0028834808617830276,3.0000009536743164,0.2955267131328583,,,,,,,,,,
24,1.9357974529266357,0.0015894712414592505,0.0166768878698349,0.3892648220062256,0.9656742215156555,0.0017255472484976053,0.0039568450301885605,3.0000009536743164,0.29682886600494385,,,,,,,,,,
25,1.9305542707443237,0.002827299293130636,0.018917055800557137,0.37150293588638306,0.9615184664726257,0.001288180472329259,0.006291118450462818,3.0000009536743164,0.2965693175792694,,,,,,,,,,
26,1.9501956701278687,0.003938084933906794,0.020544352009892464,0.37130939960479736,0.9583216905593872,0.0012816984672099352,0.007462048903107643,3.0000009536743164,0.2949182093143463,,,,,,,,,,
27,1.945880651473999,0.004145185928791761,0.022096656262874603,0.36571624875068665,0.9579487442970276,0.0005359944771043956,0.006063123233616352,3.0000009536743164,0.2923716604709625,,,,,,,,,,
28,1.9376046657562256,0.00377819687128067,0.021065346896648407,0.3665466010570526,0.9585665464401245,0.00020543005666695535,0.006220466457307339,3.0000009536743164,0.28907760977745056,,,,,,,,,,
29,1.9208316802978516,0.0037842867895960808,0.01983080431818962,0.3654203414916992,0.9590042233467102,0.0001128238218370825,0.005733761005103588,3.0000009536743164,0.28522226214408875,,,,,,,,,,
30,1.9152452945709229,0.003602216485887766,0.018253760412335396,0.3708912134170532,0.9609743356704712,0.0004519755602814257,0.005088957026600838,3.0000009536743164,0.28098756074905396,,,,,,,,,,
31,1.9101018905639648,0.0034784767776727676,0.017962977290153503,0.37398141622543335,0.9629872441291809,0.0005283209029585123,0.0029973844066262245,3.0000009536743164,0.276689738035202,,,,,,,,,,
32,1.9219359159469604,0.0027738420758396387,0.016210610046982765,0.3875064253807068,0.9678143262863159,0.0002979724667966366,0.0027265786193311214,3.0000009536743164,0.2723727822303772,,,,,,,,,,
33,1.9037803411483765,0.0014377956977114081,0.013206051662564278,0.39387455582618713,0.9745751619338989,0.00010553019819781184,0.0015493374085053802,3.0000009536743164,0.26823869347572327,,,,,,,,,,
34,1.9020241498947144,0.000656234216876328,0.011232895776629448,0.40361839532852173,0.9768171906471252,0.0001049026905093342,0.0009550261311233044,3.0000009536743164,0.2644423246383667,,,,,,,,,,
35,1.9153285026550293,0.00031115487217903137,0.011774727143347263,0.40669846534729004,0.979668140411377,0.00022433926642406732,0.0007512586889788508,3.0000009536743164,0.26099327206611633,,,,,,,,,,
36,1.9107024669647217,0.0004165052669122815,0.009798011742532253,0.4135308265686035,0.9816043972969055,0.00022702827118337154,0.0006371387280523777,3.0000009536743164,0.257957398891449,,,,,,,,,,
37,1.888330340385437,0.0010185741120949388,0.008079605177044868,0.4103049337863922,0.9819843769073486,4.740987787954509e-05,0.0007653232314623892,3.0000009536743164,0.2553693950176239,,,,,,,,,,
38,1.8919633626937866,0.002078732941299677,0.009724889881908894,0.4042801856994629,0.9796815514564514,2.2541328235092806e-06,0.0008778588380664587,3.0000009536743164,0.2531850039958954,,,,,,,,,,
39,1.9118558168411255,0.003056376241147518,0.012372707948088646,0.40151336789131165,0.9756988883018494,5.540153870242648e-05,0.001247219042852521,3.0000009536743164,0.25140851736068726,,,,,,,,,,
40,1.9155522584915161,0.003247336484491825,0.014707214199006557,0.39244166016578674,0.9725226759910583,6.624289380852133e-05,0.0015388746978715062,3.0000009536743164,0.2500786781311035,,,,,,,,,,
41,1.8891788721084595,0.0025350702926516533,0.011972097679972649,0.3923044502735138,0.9736241698265076,1.6181169485207647e-05,0.0017314953729510307,3.0000009536743164,0.24913761019706726,,,,,,,,,,
42,1.884340763092041,0.0016804395709186792,0.012104406952857971,0.38928645849227905,0.9735620617866516,1.846716259024106e-05,0.0018888481426984072,3.0000009536743164,0.24857693910598755,,,,,,,,,,
43,1.8943055868148804,0.0011929174652323127,0.01256081834435463,0.3934890031814575,0.9718858599662781,8.513282955391333e-05,0.0016940946225076914,3.0000009536743164,0.2483067661523819,,,,,,,,,,
44,1.8865903615951538,0.0010944093810394406,0.013318195939064026,0.3875758647918701,0.9680718779563904,7.401756010949612e-05,0.0017884597182273865,3.0000009536743164,0.2483423352241516,,,,,,,,,,
