target_level,quantity,alpha_target,Mach,target_mach,level_value,alpha_on_curve,left_mach,right_mach,left_alpha,right_alpha,mach_bracket_width,n_points_on_curve,mach_min_on_curve,mach_max_on_curve,level_distance_to_target
0.06222266952409093,ci,0.2,1.2,1.2,0.1,0.12512818749379134,1.1825726141078838,1.211618257261411,0.1341479256932823,0.1191150286941306,0.02904564315352709,14,1.0110650069156293,1.351313969571231,0.037777330475909074
0.06222266952409093,ci,0.2,1.2,1.2,0.07,0.18323131824885572,1.1936376210235131,1.2268326417704012,0.1853140307038659,0.1744477048516388,0.03319502074688807,20,0.9792531120331952,1.432918395573997,0.007777330475909075
0.06222266952409093,ci,0.2,1.2,1.2,0.05,0.2263532655624916,1.189488243430152,1.2213001383125863,0.2294900009934053,0.2199972490314298,0.03181189488243441,29,0.970954356846473,1.5587828492392806,0.012222669524090929
0.06222266952409093,ci,0.2,1.2,1.2,0.03,0.2648646940811266,1.197786998616874,1.2337482710926695,0.2654474526795199,0.2559776254556292,0.03596127247579539,31,0.9598893499308436,1.752420470262794,0.03222266952409093
0.06222266952409093,ci,0.2,1.2,1.2,0.01,0.318429292466167,1.1908713692946058,1.2295988934993085,0.3206578635672422,0.3112033195020748,0.03872752420470271,31,0.9529737206085752,2.1009681881051177,0.05222266952409093
0.05451369857891339,ci,0.2,1.25,1.25,0.1,0.10175293305936267,1.2420470262793917,1.268326417704011,0.1054709887439536,0.0931852395253051,0.026279391424619325,14,1.0110650069156293,1.351313969571231,0.04548630142108662
0.05451369857891339,ci,0.2,1.25,1.25,0.07,0.16772078008638386,1.2268326417704012,1.26417704011065,0.1744477048516388,0.1636043037374965,0.03734439834024883,20,0.9792531120331952,1.432918395573997,0.015486301421086618
0.05451369857891339,ci,0.2,1.25,1.25,0.05,0.20940822893025537,1.2213001383125863,1.2544951590594744,0.2199972490314298,0.2077497077095895,0.03319502074688807,29,0.970954356846473,1.5587828492392806,0.004513698578913386
0.05451369857891339,ci,0.2,1.25,1.25,0.03,0.25085085915914246,1.2337482710926695,1.272475795297372,0.2559776254556292,0.2437606504512353,0.03872752420470249,31,0.9598893499308436,1.752420470262794,0.02451369857891339
0.05451369857891339,ci,0.2,1.25,1.25,0.01,0.3071009442093562,1.2295988934993085,1.2697095435684649,0.3112033195020748,0.3031376324858822,0.04011065006915637,31,0.9529737206085752,2.1009681881051177,0.04451369857891339
0.050919975576394085,ci,0.2,1.275,1.275,0.1,0.09022314605732713,1.268326417704011,1.2959889349930842,0.0931852395253051,0.0809071318860182,0.027662517289073207,14,1.0110650069156293,1.351313969571231,0.04908002442360592
0.050919975576394085,ci,0.2,1.275,1.275,0.07,0.15826009357113932,1.26417704011065,1.2946058091286308,0.1636043037374965,0.1485790483177063,0.03042876901798075,20,0.9792531120331952,1.432918395573997,0.019080024423605922
0.050919975576394085,ci,0.2,1.275,1.275,0.05,0.2020125600273351,1.2544951590594744,1.2835408022130013,0.2077497077095895,0.199622888058504,0.029045643153526868,29,0.970954356846473,1.5587828492392806,0.0009199755763940817
0.050919975576394085,ci,0.2,1.275,1.275,0.03,0.24312107679192918,1.272475795297372,1.309820193637621,0.2437606504512353,0.2342984648067063,0.03734439834024905,31,0.9598893499308436,1.752420470262794,0.020919975576394086
0.050919975576394085,ci,0.2,1.275,1.275,0.01,0.30194767325664723,1.2697095435684649,1.30567081604426,0.3031376324858822,0.2950490207316049,0.03596127247579517,31,0.9529737206085752,2.1009681881051177,0.04091997557639408
0.04671105940369977,ci,0.2,1.3,1.3,0.1,0.0781562367925586,1.2959889349930842,1.313969571230982,0.0809071318860182,0.0685755331911999,0.017980636237897807,14,1.0110650069156293,1.351313969571231,0.05328894059630024
0.04671105940369977,ci,0.2,1.3,1.3,0.07,0.14627459633357023,1.2946058091286308,1.3360995850622408,0.1485790483177063,0.1308524945935827,0.04149377593361003,20,0.9792531120331952,1.432918395573997,0.02328894059630024
0.04671105940369977,ci,0.2,1.3,1.3,0.05,0.19275993420012355,1.2835408022130013,1.3195020746887969,0.199622888058504,0.1846281989561602,0.035961272475795614,29,0.970954356846473,1.5587828492392806,0.0032889405963002355
0.04671105940369977,ci,0.2,1.3,1.3,0.03,0.23678666917989724,1.272475795297372,1.309820193637621,0.2437606504512353,0.2342984648067063,0.03734439834024905,31,0.9598893499308436,1.752420470262794,0.01671105940369977
0.04671105940369977,ci,0.2,1.3,1.3,0.01,0.296324532585164,1.2697095435684649,1.30567081604426,0.3031376324858822,0.2950490207316049,0.03596127247579517,31,0.9529737206085752,2.1009681881051177,0.036711059403699765
