quantity,alpha_target,Mach,target_level,n_anchor_levels,lower_level,upper_level,lower_alpha_on_curve,upper_alpha_on_curve,alpha_gap_lower,alpha_gap_upper,bracket_alpha_span,bracket_level_span,local_dlevel_dalpha,local_dalpha_dlevel,alpha_position_in_bracket,support_levels,n_support_levels,n_local_support_points,nearest_raw_distance,support_level_1,support_level_1_global_points,support_level_1_local_points,support_level_2,support_level_2_global_points,support_level_2_local_points,support_level_3,support_level_3_global_points,support_level_3_local_points,support_level_4,support_level_4_global_points,support_level_4_local_points,support_level_5,support_level_5_global_points,support_level_5_local_points
ci,0.2,1.2,0.06222266952409093,5,0.07,0.05,0.18323131824885572,0.2263532655624916,0.016768681751144293,0.026353265562491596,0.04312194731363589,-0.020000000000000004,-0.46380094698728197,-2.156097365681794,0.3888665237954537,"0.010,0.030,0.050,0.070,0.100",5,16,0.01600492300535793,0.01,31,0,0.03,32,4,0.05,29,5,0.07,20,5,0.1,15,2
ci,0.2,1.25,0.05451369857891339,5,0.07,0.05,0.16772078008638386,0.20940822893025537,0.03227921991361615,0.009408228930255363,0.041687448843871516,-0.020000000000000004,-0.47976070867047577,-2.084372442193575,0.7743150710543308,"0.010,0.030,0.050,0.070,0.100",5,14,0.008959041497506615,0.01,31,0,0.03,32,4,0.05,29,5,0.07,20,4,0.1,15,1
ci,0.2,1.275,0.050919975576394085,5,0.07,0.05,0.15826009357113932,0.2020125600273351,0.04173990642886069,0.0020125600273350752,0.043752466456195765,-0.020000000000000004,-0.45711708664524475,-2.1876233228097877,0.9540012211802958,"0.010,0.030,0.050,0.070,0.100",5,13,0.008549123689479975,0.01,31,0,0.03,32,5,0.05,29,4,0.07,20,4,0.1,15,0
ci,0.2,1.3,0.04671105940369977,5,0.05,0.03,0.19275993420012355,0.23678666917989724,0.007240065799876461,0.03678666917989723,0.04402673497977369,-0.020000000000000004,-0.4542694344513214,-2.201336748988684,0.16444702981501166,"0.010,0.030,0.050,0.070,0.100",5,14,0.016463517400846162,0.01,31,1,0.03,32,4,0.05,29,5,0.07,20,4,0.1,15,0
