epoch,loss,loss_pde,loss_bc,loss_bc_kappa,loss_bc_q,loss_norm,loss_integral_norm,loss_phase,loss_peak_slope,loss_peak_curvature,loss_loc_center,loss_loc_spread,loss_ci_supervision,stage_w_ci_supervision,stage_neutral_fraction,stage2_started,mapping_scale,ci_mid,audit_ci_mae,audit_ci_max_abs,audit_ci_mean_rel,audit_ci_max_rel,audit_p_rel_l2_mean,audit_p_rel_l2_max,audit_env_rel_mean,audit_env_rel_max,audit_phase_rel_mean,audit_phase_rel_max,audit_peak_shift_mean,audit_peak_shift_max,audit_checkpoint_metric,n_focus_alphas,focus_alpha_min,focus_alpha_max
11,2.152303457260132,0.09722062945365906,2.0312869548797607,0.19596028327941895,0.003584208432585001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004759170580655336,5.0,0.2,0,3.0000009536743164,0.24855099618434906,,,,,,,,,,,,,,,,
12,2.62164306640625,0.1107160896062851,2.501840591430664,0.24359560012817383,0.003294229507446289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018172920681536198,5.0,0.2,0,3.0000009536743164,0.254006564617157,,,,,,,,,,,,,,,,
13,2.5330777168273926,0.10434961318969727,2.4223556518554688,0.23067811131477356,0.005778731778264046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012744851410388947,5.0,0.2,0,3.0000009536743164,0.2591026723384857,,,,,,,,,,,,,,,,
14,2.342725992202759,0.1198786199092865,2.2099244594573975,0.20742428302764893,0.006784078665077686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002584600355476141,5.0,0.2,0,3.0000009536743164,0.2633771300315857,,,,,,,,,,,,,,,,
15,1.6997734308242798,0.16272470355033875,1.5074167251586914,0.14067654311656952,0.005032561719417572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059263985604047775,5.0,0.2,0,3.0000009536743164,0.2662695646286011,,,,,,,,,,,,,,,,
16,1.9041144847869873,0.1380191445350647,1.7168439626693726,0.16784712672233582,0.0019186320714652538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009850259870290756,5.0,0.2,0,3.0000009536743164,0.2674251198768616,,,,,,,,,,,,,,,,
17,1.5927590131759644,0.12462925910949707,1.4079139232635498,0.13891634345054626,0.0009375226218253374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012043174356222153,5.0,0.2,0,3.0000009536743164,0.267032265663147,,,,,,,,,,,,,,,,
18,1.6273735761642456,0.11052967607975006,1.4592827558517456,0.14059600234031677,0.0026661339215934277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011512240394949913,5.0,0.2,0,3.0000009536743164,0.2654644548892975,,,,,,,,,,,,,,,,
19,1.775477647781372,0.10792358219623566,1.622812032699585,0.15416944026947021,0.004055884201079607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008948389440774918,5.0,0.2,0,3.0000009536743164,0.2631331980228424,,,,,,,,,,,,,,,,
20,1.8349604606628418,0.10130718350410461,1.7040969133377075,0.16230010986328125,0.004054791294038296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005911287851631641,5.0,0.2,0,3.0000009536743164,0.2604435980319977,,,,,,,,,,,,,,,,
21,1.847110629081726,0.10267963260412216,1.7172545194625854,0.1649036407470703,0.003410905599594116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005435306578874588,5.0,0.2,0,3.0000009536743164,0.25748327374458313,,,,,,,,,,,,,,,,
22,1.6896699666976929,0.09540142863988876,1.5742931365966797,0.1521657407283783,0.0026317862793803215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003995077218860388,5.0,0.2,0,3.0000009536743164,0.2544051706790924,,,,,,,,,,,,,,,,
23,1.7034883499145508,0.08640487492084503,1.6042256355285645,0.15576273202896118,0.0023299180902540684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002571558114141226,5.0,0.2,0,3.0000009536743164,0.25138330459594727,,,,,,,,,,,,,,,,
24,1.7140978574752808,0.08779056370258331,1.618355393409729,0.15586437284946442,0.0029855831526219845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015903636813163757,5.0,0.2,0,3.0000009536743164,0.24855484068393707,,,,,,,,,,,,,,,,
25,1.5602692365646362,0.09589920192956924,1.4582455158233643,0.1410326212644577,0.0023959639947861433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012248962884768844,5.0,0.2,0,3.0000009536743164,0.24602842330932617,,,,,,,,,,,,,,,,
26,1.6513478755950928,0.12137486040592194,1.5231173038482666,0.14984333515167236,0.0012341990368440747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001371139194816351,5.0,0.2,0,3.0000009536743164,0.24385559558868408,,,,,,,,,,,,,,,,
27,1.4899332523345947,0.1235014870762825,1.3591476678848267,0.1349647492170334,0.00047500600339844823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014568079495802522,5.0,0.2,0,3.0000009536743164,0.24207042157649994,,,,,,,,,,,,,,,,
28,1.5360170602798462,0.12420415878295898,1.401313066482544,0.13933534920215607,0.0003979802713729441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002099968260154128,5.0,0.2,0,3.0000009536743164,0.2406919300556183,,,,,,,,,,,,,,,,
29,1.6551867723464966,0.1144021674990654,1.528248906135559,0.15111824870109558,0.0008533199434168637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025071310810744762,5.0,0.2,0,3.0000009536743164,0.2397012561559677,,,,,,,,,,,,,,,,
30,1.569200873374939,0.11412645131349564,1.4397674798965454,0.1414783000946045,0.0012492238311097026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003061386989429593,5.0,0.2,0,3.0000009536743164,0.23911066353321075,,,,,,,,,,,,,,,,
31,1.536123275756836,0.10800427198410034,1.411967396736145,0.13889619708061218,0.0011502655688673258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00323034031316638,5.0,0.2,0,3.0000009536743164,0.23887494206428528,,,,,,,,,,,,,,,,
32,1.5476140975952148,0.1102612167596817,1.4211245775222778,0.13976669311523438,0.0011728799436241388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003245670348405838,5.0,0.2,0,3.0000009536743164,0.23896826803684235,,,,,,,,,,,,,,,,
33,1.77757728099823,0.10717199742794037,1.6543270349502563,0.1629909873008728,0.00122086051851511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003215651959180832,5.0,0.2,0,3.0000009536743164,0.23934398591518402,,,,,,,,,,,,,,,,
34,1.7303242683410645,0.09620223939418793,1.6187639236450195,0.1591741144657135,0.0013511446304619312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00307161221280694,5.0,0.2,0,3.0000009536743164,0.2400107979774475,,,,,,,,,,,,,,,,
35,1.6265498399734497,0.10321534425020218,1.5092098712921143,0.1479332149028778,0.001493882853537798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028249267488718033,5.0,0.2,0,3.0000009536743164,0.24090389907360077,,,,,,,,,,,,,,,,
36,1.3818094730377197,0.10381916165351868,1.2667304277420044,0.12407609075307846,0.0012984728673473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002251973142847419,5.0,0.2,0,3.0000009536743164,0.2419431507587433,,,,,,,,,,,,,,,,
37,1.4728575944900513,0.11229799687862396,1.3504085540771484,0.13277029991149902,0.0011352805886417627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020302000921219587,5.0,0.2,0,3.0000009536743164,0.24310405552387238,,,,,,,,,,,,,,,,
38,1.5099003314971924,0.10634168982505798,1.3946311473846436,0.13784828782081604,0.0008074144134297967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017854999750852585,5.0,0.2,0,3.0000009536743164,0.2443397492170334,,,,,,,,,,,,,,,,
39,1.4637905359268188,0.11064071208238602,1.3456145524978638,0.13339641690254211,0.0005825234111398458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015070540830492973,5.0,0.2,0,3.0000009536743164,0.24559679627418518,,,,,,,,,,,,,,,,
40,1.4556633234024048,0.11074429750442505,1.3390977382659912,0.1325516700744629,0.0006790546467527747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011642733588814735,5.0,0.2,0,3.0000009536743164,0.24678340554237366,,,,,,,,,,,,,,,,
41,1.3503515720367432,0.11263898015022278,1.2313340902328491,0.12108245491981506,0.0010254808003082871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012757042422890663,5.0,0.2,0,3.0000009536743164,0.24787408113479614,,,,,,,,,,,,,,,,
42,1.4713958501815796,0.09689834713935852,1.367593765258789,0.13443106412887573,0.0011641542660072446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013807453215122223,5.0,0.2,0,3.0000009536743164,0.2488068789243698,,,,,,,,,,,,,,,,
43,1.5897201299667358,0.09588409960269928,1.487338900566101,0.14551329612731934,0.0016102942172437906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001299435505643487,5.0,0.2,0,3.0000009536743164,0.24955736100673676,,,,,,,,,,,,,,,,
44,1.4462170600891113,0.09562169015407562,1.3428117036819458,0.1323220133781433,0.000979576725512743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015567403752356768,5.0,0.2,0,3.0000009536743164,0.2500211000442505,,,,,,,,,,,,,,,,
45,1.474458932876587,0.10282489657402039,1.3631774187088013,0.13444381952285767,0.0009369629551656544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016913196304813027,5.0,0.2,0,3.0000009536743164,0.25026586651802063,,,,,,,,,,,,,,,,
46,1.3480111360549927,0.10545659065246582,1.2342766523361206,0.12159009277820587,0.0009187879040837288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016555818729102612,5.0,0.2,0,3.0000009536743164,0.2503003776073456,,,,,,,,,,,,,,,,
47,1.5275119543075562,0.10649619251489639,1.4123765230178833,0.14001132547855377,0.0006131627014838159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001727839931845665,5.0,0.2,0,3.0000009536743164,0.25009509921073914,,,,,,,,,,,,,,,,
48,1.3866157531738281,0.09851859509944916,1.2807669639587402,0.12671321630477905,0.0006817381363362074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014660449232906103,5.0,0.2,0,3.0000009536743164,0.2497364729642868,,,,,,,,,,,,,,,,
49,1.2456687688827515,0.11507005244493484,1.1234540939331055,0.11090975254774094,0.0007178335799835622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014289056416600943,5.0,0.2,0,3.0000009536743164,0.24927404522895813,,,,,,,,,,,,,,,,
50,1.3948489427566528,0.1038723811507225,1.2837986946105957,0.12691904604434967,0.0007304130704142153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001435576588846743,5.0,0.2,0,3.0000009536743164,0.24869126081466675,,,,,,,,,,,,,,,,
51,1.5151066780090332,0.10914243757724762,1.3992115259170532,0.13812988996505737,0.0008956294041126966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013505453243851662,5.0,0.2,0,3.0000009536743164,0.24805961549282074,,,,,,,,,,,,,,,,
52,1.3847969770431519,0.10189776122570038,1.276750087738037,0.12562137842178345,0.0010268143378198147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012298442889004946,5.0,0.2,0,3.0000009536743164,0.24743202328681946,,,,,,,,,,,,,,,,
53,1.482831597328186,0.10592469573020935,1.3710886240005493,0.13447949290275574,0.0013146819546818733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011636384297162294,5.0,0.2,0,3.0000009536743164,0.24686039984226227,,,,,,,,,,,,,,,,
54,1.5839563608169556,0.09577388316392899,1.481588363647461,0.14549989998340607,0.001329472055658698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001318817026913166,5.0,0.2,0,3.0000009536743164,0.24635806679725647,,,,,,,,,,,,,,,,
55,1.4811632633209229,0.0948995053768158,1.3806184530258179,0.1362636536359787,0.0008990921196527779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001129046780988574,5.0,0.2,0,3.0000009536743164,0.2459200918674469,,,,,,,,,,,,,,,,
56,1.424500584602356,0.11145634949207306,1.307034969329834,0.12940527498722076,0.000649110646918416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001201848965138197,5.0,0.2,0,3.0000009536743164,0.24560947716236115,,,,,,,,,,,,,,,,
57,1.3037177324295044,0.10633839666843414,1.1905789375305176,0.11763945966959,0.0007092182640917599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013600841630250216,5.0,0.2,0,3.0000009536743164,0.24540534615516663,,,,,,,,,,,,,,,,
58,1.2483952045440674,0.09906461089849472,1.1430383920669556,0.11285348236560822,0.0007251792121678591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012584463693201542,5.0,0.2,0,3.0000009536743164,0.2453242689371109,,,,,,,,,,,,,,,,
59,1.4852850437164307,0.10870282351970673,1.369862675666809,0.13505855202674866,0.0009638627525418997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013439158210530877,5.0,0.2,0,3.0000009536743164,0.24535821378231049,,,,,,,,,,,,,,,,
60,1.3869394063949585,0.09592892229557037,1.283778429031372,0.12643003463745117,0.0009739029919728637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014464095002040267,5.0,0.2,0,3.0000009536743164,0.2455224096775055,,,,,,,,,,,,,,,,
61,1.315026879310608,0.09375739097595215,1.2152177095413208,0.1187252327799797,0.0013982716482132673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012103522894904017,5.0,0.2,0,3.0000009536743164,0.24579118192195892,,,,,,,,,,,,,,,,
62,1.2807210683822632,0.08918358385562897,1.1857197284698486,0.11602087318897247,0.001275549759157002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011635601986199617,5.0,0.2,0,3.0000009536743164,0.2461257129907608,,,,,,,,,,,,,,,,
63,1.1977379322052002,0.0919952392578125,1.0992714166641235,0.10725928843021393,0.0013339300639927387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012942466419190168,5.0,0.2,0,3.0000009536743164,0.24650436639785767,,,,,,,,,,,,,,,,
64,1.336686134338379,0.10159057378768921,1.2287943363189697,0.12054339051246643,0.0011680270545184612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001260228455066681,5.0,0.2,0,3.0000009536743164,0.2468927651643753,,,,,,,,,,,,,,,,
65,1.286695957183838,0.1114407479763031,1.1688227653503418,0.11538909375667572,0.0007465884555131197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001286471844650805,5.0,0.2,0,3.0000009536743164,0.24730731546878815,,,,,,,,,,,,,,,,
66,1.1764068603515625,0.09977107495069504,1.070225715637207,0.10525599867105484,0.000883286411408335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001282035605981946,5.0,0.2,0,3.0000009536743164,0.24772989749908447,,,,,,,,,,,,,,,,
67,1.0709590911865234,0.10031329840421677,0.9639789462089539,0.09423720836639404,0.0010803445475175977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013333858223631978,5.0,0.2,0,3.0000009536743164,0.24814842641353607,,,,,,,,,,,,,,,,
68,1.310898780822754,0.10231022536754608,1.2018847465515137,0.11683554947376251,0.001676463522017002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013407800579443574,5.0,0.2,0,3.0000009536743164,0.2484787553548813,,,,,,,,,,,,,,,,
69,1.1820354461669922,0.10287109762430191,1.0733394622802734,0.10499134659767151,0.0011713028652593493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011649768566712737,5.0,0.2,0,3.0000009536743164,0.2487308382987976,,,,,,,,,,,,,,,,
70,1.1224465370178223,0.10178350657224655,1.0144124031066895,0.09931902587413788,0.0010611070320010185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012501352466642857,5.0,0.2,0,3.0000009536743164,0.24891027808189392,,,,,,,,,,,,,,,,
71,0.9598366618156433,0.10043620318174362,0.8527803421020508,0.0828816220164299,0.0011982042342424393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001324022188782692,5.0,0.2,0,3.0000009536743164,0.2490503340959549,,,,,,,,,,,,,,,,
72,1.0476360321044922,0.09282724559307098,0.948054313659668,0.09246601909399033,0.0011697066947817802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00135091005358845,5.0,0.2,0,3.0000009536743164,0.24917453527450562,,,,,,,,,,,,,,,,
73,0.9633240103721619,0.09712154418230057,0.8601543307304382,0.08367272466421127,0.0011713540880009532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012096312129870057,5.0,0.2,0,3.0000009536743164,0.2492346167564392,,,,,,,,,,,,,,,,
74,0.906464159488678,0.09510994702577591,0.8043840527534485,0.07811914384365082,0.0011596293188631535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013940301723778248,5.0,0.2,0,3.0000009536743164,0.24923351407051086,,,,,,,,,,,,,,,,
75,0.858292281627655,0.09531781077384949,0.7571064829826355,0.072696253657341,0.0015071968082338572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001173603581264615,5.0,0.2,0,3.0000009536743164,0.24922463297843933,,,,,,,,,,,,,,,,
76,0.7807683348655701,0.08855040371417999,0.6861816644668579,0.06572575122117996,0.0014462092658504844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012072562240064144,5.0,0.2,0,3.0000009536743164,0.24913956224918365,,,,,,,,,,,,,,,,
77,0.7525395750999451,0.09058110415935516,0.6561558842658997,0.062463704496622086,0.0015759409870952368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011605143081396818,5.0,0.2,0,3.0000009536743164,0.24902397394180298,,,,,,,,,,,,,,,,
78,0.6614929437637329,0.08394261449575424,0.5724401473999023,0.05351363494992256,0.0018651910359039903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001022046199068427,5.0,0.2,0,3.0000009536743164,0.24889513850212097,,,,,,,,,,,,,,,,
79,0.63032066822052,0.08549667149782181,0.5386542677879333,0.050164561718702316,0.0018504319014027715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012339483946561813,5.0,0.2,0,3.0000009536743164,0.24875405430793762,,,,,,,,,,,,,,,,
80,0.5675836205482483,0.08004449307918549,0.48184266686439514,0.044342901557683945,0.0019206820288673043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001139290863648057,5.0,0.2,0,3.0000009536743164,0.24862489104270935,,,,,,,,,,,,,,,,
81,0.47437584400177,0.08946610242128372,0.3789040148258209,0.0334373414516449,0.0022265296429395676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001201149309054017,5.0,0.2,0,3.0000009536743164,0.24850407242774963,,,,,,,,,,,,,,,,
82,0.38778263330459595,0.09268568456172943,0.2896786332130432,0.02597018890082836,0.001498837023973465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010836629662662745,5.0,0.2,0,3.0000009536743164,0.24845755100250244,,,,,,,,,,,,,,,,
83,0.3649105131626129,0.09543811529874802,0.2632688581943512,0.023184046149253845,0.001571420463733375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012407073518261313,5.0,0.2,0,3.0000009536743164,0.24843625724315643,,,,,,,,,,,,,,,,
84,0.34817156195640564,0.0889628678560257,0.25343912839889526,0.021853730082511902,0.0017450916348025203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001153918681666255,5.0,0.2,0,3.0000009536743164,0.2484901398420334,,,,,,,,,,,,,,,,
85,0.2597423791885376,0.0851159542798996,0.1689317226409912,0.012158786877989769,0.002367192879319191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011389364954084158,5.0,0.2,0,3.0000009536743164,0.24854500591754913,,,,,,,,,,,,,,,,
86,0.22296038269996643,0.07164737582206726,0.14485043287277222,0.00873207114636898,0.002876485465094447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012925148475915194,5.0,0.2,0,3.0000009536743164,0.24867600202560425,,,,,,,,,,,,,,,,
87,0.19010059535503387,0.07620340585708618,0.10751543939113617,0.00627348106354475,0.0022390312515199184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012763491831719875,5.0,0.2,0,3.0000009536743164,0.24885793030261993,,,,,,,,,,,,,,,,
88,0.13087941706180573,0.06820731610059738,0.056532833725214005,0.0030157002620399,0.001318791531957686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012278538197278976,5.0,0.2,0,3.0000009536743164,0.24909046292304993,,,,,,,,,,,,,,,,
89,0.14871186017990112,0.07185859233140945,0.07030151784420013,0.003435240825638175,0.0017974554793909192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013103496748954058,5.0,0.2,0,3.0000009536743164,0.2493533343076706,,,,,,,,,,,,,,,,
90,0.15970799326896667,0.0832437053322792,0.0700707659125328,0.0037530146073549986,0.0016270310152322054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012787040323019028,5.0,0.2,0,3.0000009536743164,0.24961811304092407,,,,,,,,,,,,,,,,
91,0.12347494065761566,0.05583709478378296,0.06128546595573425,0.002134243957698345,0.001997151179239154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012704752152785659,5.0,0.2,0,3.0000009536743164,0.24992281198501587,,,,,,,,,,,,,,,,
92,0.09664908051490784,0.05699082091450691,0.03403332084417343,0.0011175584513694048,0.0011428868165239692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011249866802245378,5.0,0.2,0,3.0000009536743164,0.25021496415138245,,,,,,,,,,,,,,,,
93,0.10723505914211273,0.059907615184783936,0.041734423488378525,0.0028556983452290297,0.0006588719552382827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011186035117134452,5.0,0.2,0,3.0000009536743164,0.25046291947364807,,,,,,,,,,,,,,,,
94,0.123039610683918,0.05764178931713104,0.05937553942203522,0.0044263009913265705,0.0007556265918537974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012044564355164766,5.0,0.2,0,3.0000009536743164,0.25068894028663635,,,,,,,,,,,,,,,,
95,0.1286039799451828,0.055968523025512695,0.06647533178329468,0.005342809483408928,0.0006523617776110768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001232024165801704,5.0,0.2,0,3.0000009536743164,0.2508752942085266,,,,,,,,,,,,,,,,
96,0.12157536298036575,0.053857285529375076,0.06170574575662613,0.004817279055714607,0.0006766478763893247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012024661991745234,5.0,0.2,0,3.0000009536743164,0.2509630024433136,,,,,,,,,,,,,,,,
97,0.12917271256446838,0.0499572679400444,0.07325844466686249,0.006365254987031221,0.00048029478057287633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011914002243429422,5.0,0.2,0,3.0000009536743164,0.2509610950946808,,,,,,,,,,,,,,,,
98,0.12196134030818939,0.04726293683052063,0.06909255683422089,0.0059424033388495445,0.0004834262654185295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011211700038984418,5.0,0.2,0,3.0000009536743164,0.2508942186832428,,,,,,,,,,,,,,,,
99,0.1254737228155136,0.04573773592710495,0.07446049153804779,0.006300009321421385,0.0005730199627578259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010550976730883121,5.0,0.2,0,3.0000009536743164,0.2507677972316742,,,,,,,,,,,,,,,,
100,0.12302996963262558,0.04741958901286125,0.06933433562517166,0.005861298181116581,0.0005360678187571466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012552103726193309,5.0,0.2,0,3.0000009536743164,0.25061753392219543,0.034223025354383756,0.05861542044507073,0.39900485186636686,5.093025266236721,0.5110386221273521,1.267062337650862,0.43095112180947087,0.9575332654379536,0.13065260855939798,0.5747008476180141,2.227275466918946,15.034109401702878,1.3953265463627438,8.0,0.31666666666666665,0.85
101,0.11535763740539551,0.054100923240184784,0.049090657383203506,0.004372538533061743,0.00026826353860087693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002433211077004671,5.0,0.2,0,3.0000009536743164,0.2507539689540863,,,,,,,,,,,,,,,,
