alpha,ci_reference,ci_pinn,ci_abs_err
0.05,0.7373396102339298,0.73760194,0.00026232562956507444
0.06,0.7234887548720724,0.7243296,0.0008408359253518904
0.07,0.7098943759999781,0.71118104,0.0012866685785741794
0.08,0.6965228978948917,0.69815767,0.0016347702188167501
0.09,0.6833774401074406,0.68526113,0.0018836902255061627
0.09999999999999999,0.6704450642662939,0.6724928,0.002047737876803013
0.10999999999999999,0.6577194676380136,0.65985394,0.0021344676036856303
0.12,0.6451692358946723,0.6473458,0.0021765454316216015
0.13,0.6328522055255654,0.63496935,0.0021171481502768597
0.13999999999999999,0.6206868572464682,0.62272567,0.0020388083228372045
0.14999999999999997,0.608697653154457,0.61061543,0.0019177791079636464
0.15999999999999998,0.5968711611780977,0.5986394,0.0017682674374723817
0.16999999999999998,0.5852604890303206,0.5867982,0.0015377020402360664
0.18,0.573737574050434,0.5750922,0.001354622414104556
0.19,0.5624209113143993,0.5635217,0.001100771901695663
0.19999999999999996,0.5512567600239201,0.552087,0.000830248929174382
0.20999999999999996,0.5401987927988501,0.540788,0.0005892020627527028
0.21999999999999997,0.5293236693934575,0.52962476,0.00030109075745188285
0.22999999999999998,0.5185355820762613,0.51859695,6.136511688448198e-05
0.24,0.5079066445027409,0.50770444,0.00020220772371870588
0.24999999999999994,0.4974042726751259,0.49694648,0.0004577888246467543
0.25999999999999995,0.48702535308197376,0.4863226,0.0007027415116154789
0.26999999999999996,0.47677993496620047,0.4758321,0.000947830283278106
0.27999999999999997,0.46662245633725286,0.46547404,0.0011484170210754874
0.29,0.45658049911631576,0.45524734,0.0013331565297984294
0.3,0.4466834236245764,0.44515088,0.0015325416188848862
0.30999999999999994,0.43687513517510707,0.43518344,0.0016916994966250098
0.31999999999999995,0.42713491643995766,0.42534348,0.0017914327535105135
0.32999999999999996,0.41753696106719046,0.4156295,0.0019074549560454401
0.33999999999999997,0.40804194825674606,0.4060398,0.0020021440365464716
0.3499999999999999,0.3986020173908847,0.3965724,0.0020296063305514367
0.35999999999999993,0.3892815038059053,0.38722557,0.002055935511380169
0.36999999999999994,0.3800696092603615,0.37799695,0.0020726579187324567
0.37999999999999995,0.37092728633781463,0.36888427,0.0020430209149935874
0.38999999999999996,0.3618606132085333,0.35988528,0.0019753378446111802
0.3999999999999999,0.35291410395147305,0.35099724,0.001916864600200463
0.4099999999999999,0.34401621833896645,0.34221756,0.0017986537561417437
0.41999999999999993,0.3352044946722528,0.3335434,0.0016611046366235005
0.42999999999999994,0.3264621938395461,0.3249716,0.0014906073737105396
0.43999999999999995,0.31779839040828045,0.31649905,0.001299335976365168
0.4499999999999999,0.30923295436726633,0.30812243,0.0011105280958277342
0.4599999999999999,0.30069009893859056,0.29983816,0.0008519434305491735
0.4699999999999999,0.2922576520110274,0.2916425,0.0006151649619245969
0.4799999999999999,0.28386597318147977,0.28353152,0.00033445639108975467
0.48999999999999994,0.275582164720869,0.275501,8.115191874497052e-05
0.49999999999999994,0.2673341164147232,0.26754665,0.000212537332835383
0.5099999999999999,0.25917454886415153,0.25966382,0.0004892714025721001
0.5199999999999999,0.25105447349962584,0.25184748,0.0007930022675097792
0.5299999999999999,0.24301183612098798,0.24409232,0.0010804793144215674
0.5399999999999999,0.23498063784374784,0.23639268,0.0014120389865439065
0.5499999999999999,0.22707558782842732,0.22874258,0.0016669967577161715
0.5599999999999999,0.21918559934451098,0.22113548,0.0019498828475285057
0.57,0.21134946801456672,0.21356429,0.002214823581845937
0.58,0.20360102867037466,0.20602144,0.002420414339001864
0.59,0.19586623769491326,0.19849865,0.0026324136903940476
0.6,0.18820271155587895,0.19098696,0.002784249570448566
0.61,0.18058759336240346,0.18347685,0.002889257028030806
0.62,0.17303432533005708,0.17595795,0.002923622639379564
0.63,0.16549907130794866,0.16841923,0.0029201556961025443
0.6399999999999999,0.15804757426396715,0.16084908,0.002801505225740797
0.6499999999999999,0.15063456017045396,0.15323585,0.0026012925478993143
0.6599999999999999,0.14326041460453542,0.14556777,0.0023073601681086187
0.6699999999999999,0.13590302813466634,0.13783424,0.001931207891143899
0.6799999999999999,0.128637791437583,0.13002641,0.001388623552842111
0.69,0.12137835079592928,0.12213893,0.0007605815513683917
0.7,0.11418325320299562,0.11417182,1.1435304245313582e-05
0.71,0.10703779761928515,0.10613317,0.0009046271933932787
0.72,0.09988096730506782,0.09804194,0.0018390305498874604
0.73,0.09280776600299877,0.08993164,0.0028761289542774543
0.74,0.08575720229144801,0.08185273,0.003904475653130901
0.7499999999999999,0.07876988829586368,0.07387482,0.004895071997378875
0.7599999999999999,0.07179903144436564,0.06608591,0.005713119157130381
0.7699999999999999,0.06485044486393443,0.058588713,0.006261731456417952
0.7799999999999999,0.05796144074800838,0.05149284,0.0064686006963573794
0.7899999999999999,0.05111849066657871,0.04490337,0.006215119183491172
0.7999999999999999,0.044273658832829355,0.03890835,0.00536530762008941
0.8099999999999999,0.03747584053835308,0.03356708,0.003908762126773949
0.82,0.030730335761012122,0.028903618,0.0018267173060789559
0.83,0.024007657041622426,0.024906173,0.0008985163068043929
0.84,0.01729842208600003,0.021532634,0.004234212187171394
0.85,0.010634805770227514,0.018719917,0.008085111393025316
