alpha,mach,ci_reference,ci_pinn,ci_abs_err
0.05,0.0,0.9146538208662657,0.91367227,0.000981552475610159
0.059166666666666666,0.0,0.8998779655141746,0.90077794,0.0008999704675758391
0.06833333333333333,0.0,0.8852711260955953,0.8879376,0.002666479285416634
0.0775,0.0,0.8708333026105279,0.87515414,0.004320835000861223
0.08666666666666667,0.0,0.856720772610776,0.8624307,0.005709919108279227
0.09583333333333333,0.0,0.8427622627518996,0.8497698,0.007007508347190994
0.105,0.0,0.8289577730338987,0.8371743,0.00821652334519063
0.11416666666666665,0.0,0.8154662562515327,0.82464683,0.009180574307244171
0.12333333333333332,0.0,0.8021202854153198,0.81219006,0.010069770431848202
0.1325,0.0,0.78891986052526,0.7998067,0.010886853532662388
0.14166666666666666,0.0,0.775993474223575,0.7874992,0.011505715153256046
0.15083333333333332,0.0,0.7631989932897332,0.77527,0.012070991909241435
0.15999999999999998,0.0,0.7505364177237347,0.7631217,0.01258530640498845
0.16916666666666663,0.0,0.7381445326464572,0.7510566,0.012912078891476164
0.1783333333333333,0.0,0.7258768753368519,0.7390771,0.013200215880189159
0.1875,0.0,0.7137334457949189,0.7271854,0.013451982347628677
0.19666666666666666,0.0,0.701808322406165,0.7153836,0.013575266861565738
0.2058333333333333,0.0,0.6900015156307283,0.703674,0.01367250275229781
0.21499999999999997,0.0,0.678313025468609,0.69205844,0.01374541855452327
0.22416666666666663,0.0,0.6668429531461992,0.6805391,0.01369611841370677
0.23333333333333328,0.0,0.6554990673525609,0.66911733,0.013618264152260862
0.2425,0.0,0.6442813680876939,0.65779555,0.013514180351332006
0.25166666666666665,0.0,0.6332084491394254,0.64657485,0.01336640571134362
0.2608333333333333,0.0,0.6222541713127666,0.63545734,0.013203165589851795
0.26999999999999996,0.0,0.6114185346077174,0.62444395,0.013025413661172935
0.2791666666666666,0.0,0.6007569104708227,0.6135366,0.012779685827395082
0.2883333333333333,0.0,0.5901879530900505,0.602736,0.012548043156287436
0.29749999999999993,0.0,0.5797116624654007,0.5920438,0.012332154577903709
0.3066666666666666,0.0,0.5694162692041447,0.58146083,0.012044564345354836
0.3158333333333333,0.0,0.5592088824530167,0.57098824,0.011779355404801906
0.32499999999999996,0.0,0.5490895022120168,0.5606265,0.011537004593403122
0.3341666666666666,0.0,0.5391516670483371,0.5503766,0.011224927018282815
0.34333333333333327,0.0,0.5292757085373545,0.5402393,0.010963565964446031
0.3524999999999999,0.0,0.5194616266790689,0.53021485,0.01075321945511687
0.3616666666666666,0.0,0.5098206957392514,0.5203037,0.01048303045703769
0.37083333333333324,0.0,0.5002566517753935,0.5105063,0.010249620540585536
0.37999999999999995,0.0,0.49076949478749526,0.5008226,0.010053108915049902
0.3891666666666666,0.0,0.48141666363059465,0.4912527,0.009836026923070507
0.39833333333333326,0.0,0.47214171604144073,0.48179662,0.009654906234865424
0.4074999999999999,0.0,0.4629446520200335,0.47245404,0.009509389222566
0.4166666666666666,0.0,0.45387755065567154,0.46322486,0.009347307389906467
0.42583333333333323,0.0,0.44486808636435676,0.45410842,0.009240330669792407
0.43499999999999994,0.0,0.43591625914608917,0.4451045,0.009188250445967105
0.4441666666666666,0.0,0.4271232028930432,0.43621236,0.009089157965874062
0.45333333333333325,0.0,0.4183774400791845,0.4274312,0.009053755895165494
0.4624999999999999,0.0,0.40967897070451315,0.41876036,0.009081388582748817
0.47166666666666657,0.0,0.4011150400069282,0.410199,0.009083946523375741
0.4808333333333332,0.0,0.392602857104387,0.40174606,0.009143207320127744
0.48999999999999994,0.0,0.3841424219968894,0.39340067,0.009258247101010975
0.4991666666666666,0.0,0.37579786547614896,0.3851616,0.009363742981416345
0.5083333333333333,0.0,0.3675029951350218,0.37702802,0.009525023101138452
0.5175,0.0,0.3592578109735081,0.36899862,0.009740805960314514
0.5266666666666666,0.0,0.35115541661638705,0.36107227,0.009916855445914585
0.5358333333333333,0.0,0.3430875493619295,0.35324815,0.010160599794640957
0.5449999999999999,0.0,0.3350542092101353,0.345525,0.010470787308953455
0.5541666666666666,0.0,0.32711959424414777,0.33790195,0.010782355638359553
0.5633333333333332,0.0,0.31923637446338105,0.3303782,0.011141830120740659
0.5724999999999999,0.0,0.3114045498678353,0.322953,0.011548435895714526
0.5816666666666667,0.0,0.3036606388124267,0.31562573,0.01196508836423954
0.5908333333333333,0.0,0.2959707323462389,0.30839598,0.012425249442396369
0.6,0.0,0.28833483046927166,0.3012636,0.012928770118573185
0.05,0.028571428571428574,0.9133791601793704,0.9114699,0.0019092834131655412
0.059166666666666666,0.028571428571428574,0.8986271129495351,0.8985028,0.00012428625886129474
0.06833333333333333,0.028571428571428574,0.8840423690853481,0.8855896,0.0015472305240269435
0.0775,0.028571428571428574,0.8696249285868096,0.8727331,0.0031081875630927236
0.08666666666666667,0.028571428571428574,0.8555236750815081,0.8599362,0.004412502649052241
0.09583333333333333,0.028571428571428574,0.8415846900638626,0.84720165,0.00561695531043549
0.105,0.028571428571428574,0.8278079735338726,0.83453226,0.006724287360902803
0.11416666666666665,0.028571428571428574,0.8143370648314094,0.8219313,0.007594237716045393
0.12333333333333332,0.028571428571428574,0.8010101085753454,0.8094009,0.008390807524202959
0.1325,0.028571428571428574,0.7878271047656806,0.79694396,0.009116857808324497
0.14166666666666666,0.028571428571428574,0.774916085057985,0.78456306,0.009646979517210275
0.15083333333333332,0.028571428571428574,0.7621359403725352,0.77226114,0.01012520235817771
0.15999999999999998,0.028571428571428574,0.7494866707093313,0.76004034,0.010553672098438494
0.16916666666666663,0.028571428571428574,0.7371148142436901,0.74790317,0.010788353957756458
0.1783333333333333,0.028571428571428574,0.7248640618234293,0.7358522,0.010988120088039177
0.1875,0.028571428571428574,0.7127344134485492,0.72388965,0.011155235465788005
0.19666666666666666,0.028571428571428574,0.7008198193840428,0.7120177,0.011197895593221596
