epoch,loss,loss_pde,loss_bc,loss_norm,loss_phase,loss_ci_supervision,mapping_scale,audit_ci_mae,audit_ci_max_abs,audit_ci_mean_rel,audit_ci_max_rel,n_focus_points
1,2.023674488067627,0.005602576769888401,0.08687889575958252,0.5163349509239197,0.013750433921813965,0.12383948266506195,3.0000009536743164,0.2647391239412295,0.7116163949906028,1.8406568762180857,194.6480639396032,12.0
2,2.796504497528076,0.007802682463079691,0.09795729070901871,0.317897766828537,0.0023836723994463682,0.2977695167064667,3.0000009536743164,,,,,
3,2.214080810546875,0.0030313008464872837,0.0413028821349144,0.42645999789237976,0.000575057347305119,0.27419716119766235,3.0000009536743164,,,,,
4,2.055635690689087,0.002177409827709198,0.024677956476807594,0.5812243223190308,0.004886123351752758,0.24411362409591675,3.0000009536743164,,,,,
5,2.01519775390625,0.004354252479970455,0.04070182517170906,0.4412037134170532,0.02938156947493553,0.2266479879617691,3.0000009536743164,,,,,
6,1.874877691268921,0.003662527073174715,0.04467029497027397,0.4131034016609192,0.011190991848707199,0.20004355907440186,3.0000009536743164,,,,,
7,1.4833707809448242,0.001125702285207808,0.017333529889583588,0.40407422184944153,0.0035124095156788826,0.1802646517753601,3.0000009536743164,,,,,
8,1.2261831760406494,0.00012805637379642576,0.005110207945108414,0.4310339689254761,0.0005371425650082529,0.14867636561393738,3.0000009536743164,,,,,
9,1.1959002017974854,0.0012588794343173504,0.012164408341050148,0.45977509021759033,0.0009080938762053847,0.12246281653642654,3.0000009536743164,,,,,
10,1.128113031387329,0.0022643639240413904,0.02268148399889469,0.43564870953559875,2.435916212562006e-05,0.09267213940620422,3.0000009536743164,,,,,
11,1.0326517820358276,0.0020539993420243263,0.019978893920779228,0.463181734085083,0.008199835196137428,0.07188545167446136,3.0000009536743164,,,,,
12,0.8048213720321655,0.0012454497627913952,0.012500813230872154,0.4211057722568512,0.004866949748247862,0.05051901191473007,3.0000009536743164,,,,,
13,0.6863013505935669,0.0004968851571902633,0.011306026950478554,0.41664108633995056,0.008778567425906658,0.029464907944202423,3.0000009536743164,,,,,
14,0.6661747694015503,0.0004888821858912706,0.014717263169586658,0.42429858446121216,2.090472844429314e-05,0.018838750198483467,3.0000009536743164,,,,,
15,0.6644426584243774,0.0006642903317697346,0.012412993237376213,0.4567098617553711,0.00229337508790195,0.01612904667854309,3.0000009536743164,,,,,
16,0.649671733379364,0.0006561563350260258,0.012964533641934395,0.42092499136924744,6.636870966758579e-05,0.019675778225064278,3.0000009536743164,,,,,
17,0.673660397529602,0.00043606437975540757,0.009761041030287743,0.4350651502609253,0.0003896374546457082,0.028031818568706512,3.0000009536743164,,,,,
18,0.6761975288391113,0.00013945371028967202,0.00472249323502183,0.4224799573421478,9.237565973307937e-05,0.04125215858221054,3.0000009536743164,,,,,
19,0.683742880821228,3.450123767834157e-05,0.002164712641388178,0.4436015784740448,0.00014470821770373732,0.043662987649440765,3.0000009536743164,,,,,
20,0.7425691485404968,0.0001494868192821741,0.0027660545893013477,0.4484287202358246,9.196125756716356e-05,0.05324768275022507,3.0000009536743164,,,,,
21,0.6884250640869141,0.0003204141976311803,0.005936155095696449,0.44934144616127014,0.000100355850008782,0.03586025908589363,3.0000009536743164,,,,,
22,0.6392970681190491,0.0004221927956677973,0.009112297557294369,0.40447527170181274,0.0010308407945558429,0.028449157252907753,3.0000009536743164,,,,,
23,0.6159871220588684,0.0003401893482077867,0.012180234305560589,0.37881338596343994,0.004209537990391254,0.02216433547437191,3.0000009536743164,,,,,
24,0.6068199872970581,0.00024217211466748267,0.01053556427359581,0.40899011492729187,0.0003411434590816498,0.018378186970949173,3.0000009536743164,,,,,
25,0.5407622456550598,0.00015752797480672598,0.004133840091526508,0.4454666078090668,0.000526256684679538,0.010654696263372898,3.0000009536743164,,,,,
26,0.5203577876091003,8.35613755043596e-05,0.001617672387510538,0.45899492502212524,0.00026339743635617197,0.008967829868197441,3.0000009536743164,,,,,
27,0.5070014595985413,0.00012697337660938501,0.0024506559129804373,0.44290122389793396,0.0001969553268281743,0.007853953167796135,3.0000009536743164,,,,,
28,0.5078864693641663,0.00019319399143569171,0.006415458396077156,0.4034079611301422,8.848849688547489e-07,0.008025968447327614,3.0000009536743164,,,,,
29,0.5252978205680847,0.00020726100774481893,0.010126350447535515,0.3841099143028259,7.671047228541283e-07,0.007943268865346909,3.0000009536743164,,,,,
