baseline_id,source_run_dir,job_id,freeze_date,alpha,Mach,local_snapshot_epoch,log_epoch_seen_not_frozen,ci_mid,audit_ci_mae,audit_ci_max_abs,audit_ci_mean_rel,audit_p_rel_l2_mean,audit_env_rel_mean,audit_phase_rel_mean,audit_peak_shift_mean,audit_checkpoint_metric,model_best_sha256,checkpoint_epoch_500_sha256,interpretation
baseline_pure_physics_singlecase_a065_m060_stabilized_epoch500_2026-06-21,model_saved/kh_subsonic_singlecase_phaseA_ter_a0650_m0600_stabilized,726796,2026-06-21,0.65,0.60,500,900,0.200001,0.094834,0.094834,0.901752,0.304193,0.293290,0.035163,0.033333,1.267548,508ae4c2471fbde2eeb1a910f5c82cf6486953071d8192e1bde38171ff4c1ff3,63635592782c80ac727360de20e81cf220b64e13780fa4a758c93feb947eda77,"Pure-physics diagnostic baseline: mode improves but ci remains unconstrained and wrong."
